score,time,target,code,predcit_time
-0.0884,2025-08-20,2025-08-27,sh.600000,2025-08-20 20:06:30.731737
-0.0925,2025-08-20,2025-08-27,sh.600000,2025-08-20 20:06:30.731737
0.1268,2025-08-20,2025-08-27,sh.600009,2025-08-20 20:06:30.731737
0.1262,2025-08-20,2025-08-27,sh.600009,2025-08-20 20:06:30.731737
-0.01714,2025-08-20,2025-08-27,sh.600010,2025-08-20 20:06:30.731737
-0.01714,2025-08-20,2025-08-27,sh.600010,2025-08-20 20:06:30.731737
0.0628,2025-08-20,2025-08-27,sh.600011,2025-08-20 20:06:30.731737
0.0628,2025-08-20,2025-08-27,sh.600011,2025-08-20 20:06:30.731737
0.01895,2025-08-20,2025-08-27,sh.600015,2025-08-20 20:06:30.731737
0.01895,2025-08-20,2025-08-27,sh.600015,2025-08-20 20:06:30.731737
0.05844,2025-08-20,2025-08-27,sh.600016,2025-08-20 20:06:30.731737
0.05878,2025-08-20,2025-08-27,sh.600016,2025-08-20 20:06:30.731737
0.1516,2025-08-20,2025-08-27,sh.600018,2025-08-20 20:06:30.731737
0.1516,2025-08-20,2025-08-27,sh.600018,2025-08-20 20:06:30.731737
0.06934,2025-08-20,2025-08-27,sh.600019,2025-08-20 20:06:30.731737
0.07495,2025-08-20,2025-08-27,sh.600019,2025-08-20 20:06:30.731737
0.06976,2025-08-20,2025-08-27,sh.600023,2025-08-20 20:06:30.731737
0.06976,2025-08-20,2025-08-27,sh.600023,2025-08-20 20:06:30.731737
0.0277,2025-08-20,2025-08-27,sh.600025,2025-08-20 20:06:30.731737
0.0277,2025-08-20,2025-08-27,sh.600025,2025-08-20 20:06:30.731737
0.178,2025-08-20,2025-08-27,sh.600026,2025-08-20 20:06:30.731737
0.0966,2025-08-20,2025-08-27,sh.600026,2025-08-20 20:06:30.731737
0.08,2025-08-20,2025-08-27,sh.600027,2025-08-20 20:06:30.731737
0.08,2025-08-20,2025-08-27,sh.600027,2025-08-20 20:06:30.731737
0.0331,2025-08-20,2025-08-27,sh.600028,2025-08-20 20:06:30.731737
0.0331,2025-08-20,2025-08-27,sh.600028,2025-08-20 20:06:30.731737
0.0765,2025-08-20,2025-08-27,sh.600029,2025-08-20 20:06:30.731737
0.0765,2025-08-20,2025-08-27,sh.600029,2025-08-20 20:06:30.731737
-0.01328,2025-08-20,2025-08-27,sh.600030,2025-08-20 20:06:30.731737
-0.01657,2025-08-20,2025-08-27,sh.600030,2025-08-20 20:06:30.731737
-0.0689,2025-08-20,2025-08-27,sh.600031,2025-08-20 20:06:30.731737
-0.0702,2025-08-20,2025-08-27,sh.600031,2025-08-20 20:06:30.731737
0.07587,2025-08-20,2025-08-27,sh.600036,2025-08-20 20:06:30.731737
0.0759,2025-08-20,2025-08-27,sh.600036,2025-08-20 20:06:30.731737
0.1372,2025-08-20,2025-08-27,sh.600039,2025-08-20 20:06:30.731737
0.1046,2025-08-20,2025-08-27,sh.600039,2025-08-20 20:06:30.731737
-0.1914,2025-08-20,2025-08-27,sh.600048,2025-08-20 20:06:30.731737
-0.2052,2025-08-20,2025-08-27,sh.600048,2025-08-20 20:06:30.731737
0.04562,2025-08-20,2025-08-27,sh.600050,2025-08-20 20:06:30.731737
0.04562,2025-08-20,2025-08-27,sh.600050,2025-08-20 20:06:30.731737
0.0699,2025-08-20,2025-08-27,sh.600061,2025-08-20 20:06:30.731737
0.0943,2025-08-20,2025-08-27,sh.600061,2025-08-20 20:06:30.731737
-0.2416,2025-08-20,2025-08-27,sh.600066,2025-08-20 20:06:30.731737
-0.2405,2025-08-20,2025-08-27,sh.600066,2025-08-20 20:06:30.731737
-0.04688,2025-08-20,2025-08-27,sh.600085,2025-08-20 20:06:30.731737
-0.04617,2025-08-20,2025-08-27,sh.600085,2025-08-20 20:06:30.731737
