score,time,target,code,predcit_time
-0.3247,2025-07-29,2025-08-05,sh.600000,2025-07-29 20:06:47.612076
-0.323,2025-07-29,2025-08-05,sh.600000,2025-07-29 20:06:47.612076
0.01198,2025-07-29,2025-08-05,sh.600009,2025-07-29 20:06:47.612076
0.01208,2025-07-29,2025-08-05,sh.600009,2025-07-29 20:06:47.612076
-0.02686,2025-07-29,2025-08-05,sh.600010,2025-07-29 20:06:47.612076
-0.02686,2025-07-29,2025-08-05,sh.600010,2025-07-29 20:06:47.612076
0.009735,2025-07-29,2025-08-05,sh.600011,2025-07-29 20:06:47.612076
0.01027,2025-07-29,2025-08-05,sh.600011,2025-07-29 20:06:47.612076
-0.02454,2025-07-29,2025-08-05,sh.600015,2025-07-29 20:06:47.612076
-0.10913,2025-07-29,2025-08-05,sh.600015,2025-07-29 20:06:47.612076
-0.3452,2025-07-29,2025-08-05,sh.600016,2025-07-29 20:06:47.612076
-0.3403,2025-07-29,2025-08-05,sh.600016,2025-07-29 20:06:47.612076
0.0762,2025-07-29,2025-08-05,sh.600018,2025-07-29 20:06:47.612076
0.0762,2025-07-29,2025-08-05,sh.600018,2025-07-29 20:06:47.612076
0.05402,2025-07-29,2025-08-05,sh.600019,2025-07-29 20:06:47.612076
0.05438,2025-07-29,2025-08-05,sh.600019,2025-07-29 20:06:47.612076
0.0751,2025-07-29,2025-08-05,sh.600023,2025-07-29 20:06:47.612076
0.0751,2025-07-29,2025-08-05,sh.600023,2025-07-29 20:06:47.612076
0.0436,2025-07-29,2025-08-05,sh.600025,2025-07-29 20:06:47.612076
0.08136,2025-07-29,2025-08-05,sh.600025,2025-07-29 20:06:47.612076
0.0983,2025-07-29,2025-08-05,sh.600026,2025-07-29 20:06:47.612076
0.0983,2025-07-29,2025-08-05,sh.600026,2025-07-29 20:06:47.612076
0.0769,2025-07-29,2025-08-05,sh.600027,2025-07-29 20:06:47.612076
0.0769,2025-07-29,2025-08-05,sh.600027,2025-07-29 20:06:47.612076
0.0643,2025-07-29,2025-08-05,sh.600028,2025-07-29 20:06:47.612076
0.02762,2025-07-29,2025-08-05,sh.600028,2025-07-29 20:06:47.612076
0.01324,2025-07-29,2025-08-05,sh.600029,2025-07-29 20:06:47.612076
0.01324,2025-07-29,2025-08-05,sh.600029,2025-07-29 20:06:47.612076
0.03693,2025-07-29,2025-08-05,sh.600030,2025-07-29 20:06:47.612076
-0.0001822,2025-07-29,2025-08-05,sh.600030,2025-07-29 20:06:47.612076
-0.0921,2025-07-29,2025-08-05,sh.600031,2025-07-29 20:06:47.612076
-0.09375,2025-07-29,2025-08-05,sh.600031,2025-07-29 20:06:47.612076
-0.07367,2025-07-29,2025-08-05,sh.600036,2025-07-29 20:06:47.612076
-0.08093,2025-07-29,2025-08-05,sh.600036,2025-07-29 20:06:47.612076
0.1246,2025-07-29,2025-08-05,sh.600039,2025-07-29 20:06:47.612076
0.1366,2025-07-29,2025-08-05,sh.600039,2025-07-29 20:06:47.612076
-0.2542,2025-07-29,2025-08-05,sh.600048,2025-07-29 20:06:47.612076
-0.257,2025-07-29,2025-08-05,sh.600048,2025-07-29 20:06:47.612076
0.03973,2025-07-29,2025-08-05,sh.600050,2025-07-29 20:06:47.612076
0.0398,2025-07-29,2025-08-05,sh.600050,2025-07-29 20:06:47.612076
0.01082,2025-07-29,2025-08-05,sh.600061,2025-07-29 20:06:47.612076
0.00689,2025-07-29,2025-08-05,sh.600061,2025-07-29 20:06:47.612076
-0.2754,2025-07-29,2025-08-05,sh.600066,2025-07-29 20:06:47.612076
-0.2751,2025-07-29,2025-08-05,sh.600066,2025-07-29 20:06:47.612076
-0.04105,2025-07-29,2025-08-05,sh.600085,2025-07-29 20:06:47.612076
-0.041,2025-07-29,2025-08-05,sh.600085,2025-07-29 20:06:47.612076
-0.04446,2025-07-29,2025-08-05,sh.600089,2025-07-29 20:06:47.612076
-0.04648,2025-07-29,2025-08-05,sh.600089,2025-07-29 20:06:47.612076
0.0443,2025-07-29,2025-08-05,sh.600104,2025-07-29 20:06:47.612076
0.04156,2025-07-29,2025-08-05,sh.600104,2025-07-29 20:06:47.612076
-0.3643,2025-07-29,2025-08-05,sh.600111,2025-07-29 20:06:47.612076
-0.3647,2025-07-29,2025-08-05,sh.600111,2025-07-29 20:06:47.612076
-0.02649,2025-07-29,2025-08-05,sh.600115,2025-07-29 20:06:47.612076
-0.02682,2025-07-29,2025-08-05,sh.600115,2025-07-29 20:06:47.612076
0.1018,2025-07-29,2025-08-05,sh.600150,2025-07-29 20:06:47.612076
0.1018,2025-07-29,2025-08-05,sh.600150,2025-07-29 20:06:47.612076
-0.049,2025-07-29,2025-08-05,sh.600160,2025-07-29 20:06:47.612076
-0.0493,2025-07-29,2025-08-05,sh.600160,2025-07-29 20:06:47.612076
0.03069,2025-07-29,2025-08-05,sh.600161,2025-07-29 20:06:47.612076
0.04172,2025-07-29,2025-08-05,sh.600161,2025-07-29 20:06:47.612076
-0.2603,2025-07-29,2025-08-05,sh.600176,2025-07-29 20:06:47.612076
-0.2632,2025-07-29,2025-08-05,sh.600176,2025-07-29 20:06:47.612076
-0.2842,2025-07-29,2025-08-05,sh.600183,2025-07-29 20:06:47.612076
-0.2825,2025-07-29,2025-08-05,sh.600183,2025-07-29 20:06:47.612076
0.1414,2025-07-29,2025-08-05,sh.600188,2025-07-29 20:06:47.612076
0.1414,2025-07-29,2025-08-05,sh.600188,2025-07-29 20:06:47.612076
-0.4707,2025-07-29,2025-08-05,sh.600196,2025-07-29 20:06:47.612076
-0.4812,2025-07-29,2025-08-05,sh.600196,2025-07-29 20:06:47.612076
-0.05548,2025-07-29,2025-08-05,sh.600219,2025-07-29 20:06:47.612076
-0.05548,2025-07-29,2025-08-05,sh.600219,2025-07-29 20:06:47.612076
0.04077,2025-07-29,2025-08-05,sh.600233,2025-07-29 20:06:47.612076
0.04654,2025-07-29,2025-08-05,sh.600233,2025-07-29 20:06:47.612076
-0.255,2025-07-29,2025-08-05,sh.600276,2025-07-29 20:06:47.612076
-0.2546,2025-07-29,2025-08-05,sh.600276,2025-07-29 20:06:47.612076
-0.1877,2025-07-29,2025-08-05,sh.600309,2025-07-29 20:06:47.612076
-0.188,2025-07-29,2025-08-05,sh.600309,2025-07-29 20:06:47.612076
0.0879,2025-07-29,2025-08-05,sh.600332,2025-07-29 20:06:47.612076
0.0879,2025-07-29,2025-08-05,sh.600332,2025-07-29 20:06:47.612076
-0.09644,2025-07-29,2025-08-05,sh.600346,2025-07-29 20:06:47.612076
-0.068,2025-07-29,2025-08-05,sh.600346,2025-07-29 20:06:47.612076
0.0198,2025-07-29,2025-08-05,sh.600362,2025-07-29 20:06:47.612076
0.0198,2025-07-29,2025-08-05,sh.600362,2025-07-29 20:06:47.612076
0.168,2025-07-29,2025-08-05,sh.600372,2025-07-29 20:06:47.612076
0.1476,2025-07-29,2025-08-05,sh.600372,2025-07-29 20:06:47.612076
0.01611,2025-07-29,2025-08-05,sh.600377,2025-07-29 20:06:47.612076
0.01611,2025-07-29,2025-08-05,sh.600377,2025-07-29 20:06:47.612076
-0.04205,2025-07-29,2025-08-05,sh.600406,2025-07-29 20:06:47.612076
-0.0422,2025-07-29,2025-08-05,sh.600406,2025-07-29 20:06:47.612076
-0.6553,2025-07-29,2025-08-05,sh.600415,2025-07-29 20:06:47.612076
-0.6562,2025-07-29,2025-08-05,sh.600415,2025-07-29 20:06:47.612076
-0.172,2025-07-29,2025-08-05,sh.600426,2025-07-29 20:06:47.612076
-0.1643,2025-07-29,2025-08-05,sh.600426,2025-07-29 20:06:47.612076
-0.0412,2025-07-29,2025-08-05,sh.600436,2025-07-29 20:06:47.612076
-0.04147,2025-07-29,2025-08-05,sh.600436,2025-07-29 20:06:47.612076
-0.2295,2025-07-29,2025-08-05,sh.600438,2025-07-29 20:06:47.612076
-0.2323,2025-07-29,2025-08-05,sh.600438,2025-07-29 20:06:47.612076
-0.10187,2025-07-29,2025-08-05,sh.600460,2025-07-29 20:06:47.612076
