code,time,target,score,predcit_time
sh.600025,2025-12-03,2025-12-10,0.1177978515625,2025-12-04 20:03:18.768716
sh.600025,2025-12-03,2025-12-10,0.11676025390625,2025-12-04 20:03:18.768716
sh.600025,2025-12-04,2025-12-11,0.1431884765625,2025-12-04 20:03:18.768716
sh.600026,2025-12-03,2025-12-10,0.1431884765625,2025-12-04 20:03:18.768716
sh.600026,2025-12-03,2025-12-10,0.1434326171875,2025-12-04 20:03:18.768716
sh.600026,2025-12-03,2025-12-10,0.1436767578125,2025-12-04 20:03:18.768716
sh.600026,2025-12-04,2025-12-11,0.15771484375,2025-12-04 20:03:18.768716
sh.600027,2025-12-03,2025-12-10,0.135009765625,2025-12-04 20:03:18.768716
sh.600027,2025-12-03,2025-12-10,0.1348876953125,2025-12-04 20:03:18.768716
sh.600027,2025-12-03,2025-12-10,0.1353759765625,2025-12-04 20:03:18.768716
sh.600027,2025-12-04,2025-12-11,0.1500244140625,2025-12-04 20:03:18.768716
sh.600028,2025-12-03,2025-12-10,0.1517333984375,2025-12-04 20:03:18.768716
sh.600028,2025-12-03,2025-12-10,0.152099609375,2025-12-04 20:03:18.768716
sh.600028,2025-12-03,2025-12-10,0.1527099609375,2025-12-04 20:03:18.768716
sh.600028,2025-12-04,2025-12-11,0.134033203125,2025-12-04 20:03:18.768716
sh.600029,2025-12-03,2025-12-10,0.10211181640625,2025-12-04 20:03:18.768716
sh.600029,2025-12-03,2025-12-10,0.102294921875,2025-12-04 20:03:18.768716
sh.600029,2025-12-03,2025-12-10,0.102294921875,2025-12-04 20:03:18.768716
sh.600029,2025-12-04,2025-12-11,0.1353759765625,2025-12-04 20:03:18.768716
sh.600030,2025-12-03,2025-12-10,0.1240234375,2025-12-04 20:03:18.768716
sh.600030,2025-12-03,2025-12-10,0.12420654296875,2025-12-04 20:03:18.768716
sh.600030,2025-12-03,2025-12-10,0.12432861328125,2025-12-04 20:03:18.768716
sh.600030,2025-12-04,2025-12-11,0.10650634765625,2025-12-04 20:03:18.768716
sh.600031,2025-12-03,2025-12-10,0.0738525390625,2025-12-04 20:03:18.768716
sh.600031,2025-12-03,2025-12-10,0.0740966796875,2025-12-04 20:03:18.768716
sh.600031,2025-12-03,2025-12-10,0.07452392578125,2025-12-04 20:03:18.768716
sh.600031,2025-12-04,2025-12-11,0.278076171875,2025-12-04 20:03:18.768716
sh.600036,2025-12-03,2025-12-10,0.1121826171875,2025-12-04 20:03:18.768716
sh.600036,2025-12-03,2025-12-10,0.1124267578125,2025-12-04 20:03:18.768716
sh.600036,2025-12-03,2025-12-10,0.11260986328125,2025-12-04 20:03:18.768716
sh.600036,2025-12-04,2025-12-11,0.09173583984375,2025-12-04 20:03:18.768716
sh.600039,2025-12-03,2025-12-10,0.11279296875,2025-12-04 20:03:18.768716
sh.600039,2025-12-03,2025-12-10,0.11297607421875,2025-12-04 20:03:18.768716
sh.600039,2025-12-03,2025-12-10,0.1131591796875,2025-12-04 20:03:18.768716
sh.600039,2025-12-04,2025-12-11,0.16015625,2025-12-04 20:03:18.768716
sh.600048,2025-12-03,2025-12-10,0.188720703125,2025-12-04 20:03:18.768716
sh.600048,2025-12-03,2025-12-10,0.1885986328125,2025-12-04 20:03:18.768716
sh.600048,2025-12-03,2025-12-10,0.1885986328125,2025-12-04 20:03:18.768716
sh.600048,2025-12-04,2025-12-11,0.250732421875,2025-12-04 20:03:18.768716
sh.600050,2025-12-03,2025-12-10,0.1329345703125,2025-12-04 20:03:18.768716
sh.600050,2025-12-03,2025-12-10,0.133056640625,2025-12-04 20:03:18.768716
sh.600050,2025-12-03,2025-12-10,0.1331787109375,2025-12-04 20:03:18.768716
sh.600050,2025-12-04,2025-12-11,0.1568603515625,2025-12-04 20:03:18.768716
sh.600061,2025-12-03,2025-12-10,0.12115478515625,2025-12-04 20:03:18.768716
sh.600061,2025-12-03,2025-12-10,0.12115478515625,2025-12-04 20:03:18.768716
sh.600061,2025-12-03,2025-12-10,0.1217041015625,2025-12-04 20:03:18.768716
sh.600061,2025-12-04,2025-12-11,0.0970458984375,2025-12-04 20:03:18.768716
sh.600066,2025-12-03,2025-12-10,0.13720703125,2025-12-04 20:03:18.768716
sh.600066,2025-12-03,2025-12-10,0.137939453125,2025-12-04 20:03:18.768716
sh.600066,2025-12-03,2025-12-10,0.138427734375,2025-12-04 20:03:18.768716
sh.600066,2025-12-04,2025-12-11,0.1800537109375,2025-12-04 20:03:18.768716
sh.600085,2025-12-03,2025-12-10,0.10992431640625,2025-12-04 20:03:18.768716
sh.600085,2025-12-03,2025-12-10,0.10992431640625,2025-12-04 20:03:18.768716
sh.600085,2025-12-03,2025-12-10,0.10992431640625,2025-12-04 20:03:18.768716
sh.600085,2025-12-04,2025-12-11,0.1260986328125,2025-12-04 20:03:18.768716
sh.600089,2025-12-03,2025-12-10,0.11456298828125,2025-12-04 20:03:18.768716
sh.600089,2025-12-03,2025-12-10,0.11474609375,2025-12-04 20:03:18.768716
sh.600089,2025-12-03,2025-12-10,0.11517333984375,2025-12-04 20:03:18.768716
sh.600089,2025-12-04,2025-12-11,0.11968994140625,2025-12-04 20:03:18.768716
sh.600104,2025-12-03,2025-12-10,0.1121826171875,2025-12-04 20:03:18.768716
sh.600104,2025-12-03,2025-12-10,0.1124267578125,2025-12-04 20:03:18.768716
sh.600104,2025-12-03,2025-12-10,0.1124267578125,2025-12-04 20:03:18.768716
sh.600104,2025-12-04,2025-12-11,0.11163330078125,2025-12-04 20:03:18.768716
sh.600111,2025-12-03,2025-12-10,0.07452392578125,2025-12-04 20:03:18.768716
sh.600111,2025-12-03,2025-12-10,0.07476806640625,2025-12-04 20:03:18.768716
sh.600111,2025-12-03,2025-12-10,0.0751953125,2025-12-04 20:03:18.768716
sh.600111,2025-12-04,2025-12-11,0.1324462890625,2025-12-04 20:03:18.768716
sh.600115,2025-12-03,2025-12-10,0.082275390625,2025-12-04 20:03:18.768716
sh.600115,2025-12-03,2025-12-10,0.0823974609375,2025-12-04 20:03:18.768716
sh.600115,2025-12-03,2025-12-10,0.08251953125,2025-12-04 20:03:18.768716
sh.600115,2025-12-04,2025-12-11,0.1256103515625,2025-12-04 20:03:18.768716
sh.600150,2025-12-03,2025-12-10,0.12841796875,2025-12-04 20:03:18.768716
sh.600150,2025-12-03,2025-12-10,0.128662109375,2025-12-04 20:03:18.768716
sh.600150,2025-12-03,2025-12-10,0.1287841796875,2025-12-04 20:03:18.768716
sh.600150,2025-12-04,2025-12-11,0.2076416015625,2025-12-04 20:03:18.768716
sh.600160,2025-12-03,2025-12-10,0.073974609375,2025-12-04 20:03:18.768716
sh.600160,2025-12-03,2025-12-10,0.0740966796875,2025-12-04 20:03:18.768716
sh.600160,2025-12-03,2025-12-10,0.07421875,2025-12-04 20:03:18.768716
sh.600160,2025-12-04,2025-12-11,0.08660888671875,2025-12-04 20:03:18.768716
sh.600161,2025-12-03,2025-12-10,0.1790771484375,2025-12-04 20:03:18.768716
sh.600161,2025-12-03,2025-12-10,0.1790771484375,2025-12-04 20:03:18.768716
sh.600161,2025-12-03,2025-12-10,0.1798095703125,2025-12-04 20:03:18.768716
sh.600161,2025-12-04,2025-12-11,0.2034912109375,2025-12-04 20:03:18.768716
sh.600176,2025-12-03,2025-12-10,0.10504150390625,2025-12-04 20:03:18.768716
sh.600176,2025-12-03,2025-12-10,0.105224609375,2025-12-04 20:03:18.768716
sh.600176,2025-12-03,2025-12-10,0.1055908203125,2025-12-04 20:03:18.768716
sh.600176,2025-12-04,2025-12-11,0.1124267578125,2025-12-04 20:03:18.768716
sh.600183,2025-12-03,2025-12-10,0.11859130859375,2025-12-04 20:03:18.768716
sh.600183,2025-12-03,2025-12-10,0.1190185546875,2025-12-04 20:03:18.768716
sh.600183,2025-12-03,2025-12-10,0.1195068359375,2025-12-04 20:03:18.768716
sh.600183,2025-12-04,2025-12-11,0.12127685546875,2025-12-04 20:03:18.768716
sh.600188,2025-12-03,2025-12-10,0.09979248046875,2025-12-04 20:03:18.768716
sh.600188,2025-12-03,2025-12-10,0.100341796875,2025-12-04 20:03:18.768716
sh.600188,2025-12-03,2025-12-10,0.10089111328125,2025-12-04 20:03:18.768716
sh.600188,2025-12-04,2025-12-11,0.115966796875,2025-12-04 20:03:18.768716
sh.600196,2025-12-03,2025-12-10,0.0938720703125,2025-12-04 20:03:18.768716
sh.600196,2025-12-03,2025-12-10,0.093994140625,2025-12-04 20:03:18.768716
sh.600196,2025-12-03,2025-12-10,0.09417724609375,2025-12-04 20:03:18.768716
sh.600196,2025-12-04,2025-12-11,0.10992431640625,2025-12-04 20:03:18.768716
sh.600219,2025-12-03,2025-12-10,0.10321044921875,2025-12-04 20:03:18.768716
sh.600219,2025-12-03,2025-12-10,0.10284423828125,2025-12-04 20:03:18.768716
sh.600219,2025-12-03,2025-12-10,0.10284423828125,2025-12-04 20:03:18.768716
sh.600219,2025-12-04,2025-12-11,0.1396484375,2025-12-04 20:03:18.768716
sh.600233,2025-12-03,2025-12-10,0.09271240234375,2025-12-04 20:03:18.768716
sh.600233,2025-12-03,2025-12-10,0.09283447265625,2025-12-04 20:03:18.768716
sh.600233,2025-12-03,2025-12-10,0.09283447265625,2025-12-04 20:03:18.768716
sh.600233,2025-12-04,2025-12-11,0.1297607421875,2025-12-04 20:03:18.768716
sh.600276,2025-12-03,2025-12-10,0.10394287109375,2025-12-04 20:03:18.768716
sh.600276,2025-12-03,2025-12-10,0.10430908203125,2025-12-04 20:03:18.768716
sh.600276,2025-12-03,2025-12-10,0.1044921875,2025-12-04 20:03:18.768716
sh.600276,2025-12-04,2025-12-11,0.07574462890625,2025-12-04 20:03:18.768716
sh.600309,2025-12-03,2025-12-10,0.1026611328125,2025-12-04 20:03:18.768716
sh.600309,2025-12-03,2025-12-10,0.10284423828125,2025-12-04 20:03:18.768716
sh.600309,2025-12-03,2025-12-10,0.10302734375,2025-12-04 20:03:18.768716
sh.600309,2025-12-04,2025-12-11,0.1195068359375,2025-12-04 20:03:18.768716
sh.600332,2025-12-03,2025-12-10,0.08477783203125,2025-12-04 20:03:18.768716
sh.600332,2025-12-03,2025-12-10,0.0850830078125,2025-12-04 20:03:18.768716
sh.600332,2025-12-03,2025-12-10,0.08538818359375,2025-12-04 20:03:18.768716
sh.600332,2025-12-04,2025-12-11,0.1195068359375,2025-12-04 20:03:18.768716
sh.600346,2025-12-03,2025-12-10,0.1484375,2025-12-04 20:03:18.768716
sh.600346,2025-12-03,2025-12-10,0.1485595703125,2025-12-04 20:03:18.768716
sh.600346,2025-12-03,2025-12-10,0.1484375,2025-12-04 20:03:18.768716
sh.600346,2025-12-04,2025-12-11,0.126953125,2025-12-04 20:03:18.768716
sh.600362,2025-12-03,2025-12-10,0.10797119140625,2025-12-04 20:03:18.768716
sh.600362,2025-12-03,2025-12-10,0.10858154296875,2025-12-04 20:03:18.768716
sh.600362,2025-12-03,2025-12-10,0.10931396484375,2025-12-04 20:03:18.768716
sh.600362,2025-12-04,2025-12-11,0.1258544921875,2025-12-04 20:03:18.768716
sh.600372,2025-12-03,2025-12-10,0.10797119140625,2025-12-04 20:03:18.768716
sh.600372,2025-12-03,2025-12-10,0.10797119140625,2025-12-04 20:03:18.768716
sh.600372,2025-12-03,2025-12-10,0.10797119140625,2025-12-04 20:03:18.768716
sh.600372,2025-12-04,2025-12-11,0.0885009765625,2025-12-04 20:03:18.768716
sh.600377,2025-12-03,2025-12-10,0.2188720703125,2025-12-04 20:03:18.768716
sh.600377,2025-12-03,2025-12-10,0.219482421875,2025-12-04 20:03:18.768716
sh.600377,2025-12-03,2025-12-10,0.2208251953125,2025-12-04 20:03:18.768716
sh.600377,2025-12-04,2025-12-11,0.2239990234375,2025-12-04 20:03:18.768716
sh.600406,2025-12-03,2025-12-10,0.14794921875,2025-12-04 20:03:18.768716
sh.600406,2025-12-03,2025-12-10,0.148193359375,2025-12-04 20:03:18.768716
sh.600406,2025-12-03,2025-12-10,0.1485595703125,2025-12-04 20:03:18.768716
sh.600406,2025-12-04,2025-12-11,0.09234619140625,2025-12-04 20:03:18.768716
sh.600415,2025-12-03,2025-12-10,0.12359619140625,2025-12-04 20:03:18.768716
sh.600415,2025-12-03,2025-12-10,0.12432861328125,2025-12-04 20:03:18.768716
sh.600415,2025-12-03,2025-12-10,0.1251220703125,2025-12-04 20:03:18.768716
sh.600415,2025-12-04,2025-12-11,0.12939453125,2025-12-04 20:03:18.768716
sh.600426,2025-12-03,2025-12-10,0.1270751953125,2025-12-04 20:03:18.768716
sh.600426,2025-12-03,2025-12-10,0.127197265625,2025-12-04 20:03:18.768716
sh.600426,2025-12-03,2025-12-10,0.127197265625,2025-12-04 20:03:18.768716
sh.600426,2025-12-04,2025-12-11,0.1361083984375,2025-12-04 20:03:18.768716
sh.600436,2025-12-03,2025-12-10,0.11676025390625,2025-12-04 20:03:18.768716
sh.600436,2025-12-03,2025-12-10,0.11676025390625,2025-12-04 20:03:18.768716
sh.600436,2025-12-03,2025-12-10,0.11676025390625,2025-12-04 20:03:18.768716
sh.600436,2025-12-04,2025-12-11,0.2022705078125,2025-12-04 20:03:18.768716
sh.600438,2025-12-03,2025-12-10,0.13916015625,2025-12-04 20:03:18.768716
sh.600438,2025-12-03,2025-12-10,0.1392822265625,2025-12-04 20:03:18.768716
sh.600438,2025-12-03,2025-12-10,0.13916015625,2025-12-04 20:03:18.768716
sh.600438,2025-12-04,2025-12-11,0.223388671875,2025-12-04 20:03:18.768716
sh.600460,2025-12-03,2025-12-10,0.077392578125,2025-12-04 20:03:18.768716
sh.600460,2025-12-03,2025-12-10,0.0775146484375,2025-12-04 20:03:18.768716
sh.600460,2025-12-03,2025-12-10,0.07781982421875,2025-12-04 20:03:18.768716
sh.600460,2025-12-04,2025-12-11,0.08416748046875,2025-12-04 20:03:18.768716
sh.600482,2025-12-03,2025-12-10,0.1422119140625,2025-12-04 20:03:18.768716
sh.600482,2025-12-03,2025-12-10,0.142333984375,2025-12-04 20:03:18.768716
sh.600482,2025-12-03,2025-12-10,0.1424560546875,2025-12-04 20:03:18.768716
sh.600482,2025-12-04,2025-12-11,0.2578125,2025-12-04 20:03:18.768716
sh.600489,2025-12-03,2025-12-10,0.118408203125,2025-12-04 20:03:18.768716
sh.600489,2025-12-03,2025-12-10,0.1187744140625,2025-12-04 20:03:18.768716
sh.600489,2025-12-03,2025-12-10,0.11920166015625,2025-12-04 20:03:18.768716
sh.600489,2025-12-04,2025-12-11,0.12213134765625,2025-12-04 20:03:18.768716
sh.600515,2025-12-03,2025-12-10,0.10595703125,2025-12-04 20:03:18.768716
sh.600515,2025-12-03,2025-12-10,0.10577392578125,2025-12-04 20:03:18.768716
sh.600515,2025-12-03,2025-12-10,0.10595703125,2025-12-04 20:03:18.768716
sh.600515,2025-12-04,2025-12-11,0.11297607421875,2025-12-04 20:03:18.768716
sh.600519,2025-12-03,2025-12-10,0.1448974609375,2025-12-04 20:03:18.768716
sh.600519,2025-12-03,2025-12-10,0.1446533203125,2025-12-04 20:03:18.768716
sh.600519,2025-12-03,2025-12-10,0.144775390625,2025-12-04 20:03:18.768716
sh.600519,2025-12-04,2025-12-11,0.150146484375,2025-12-04 20:03:18.768716
sh.600547,2025-12-03,2025-12-10,0.1322021484375,2025-12-04 20:03:18.768716
sh.600547,2025-12-03,2025-12-10,0.1324462890625,2025-12-04 20:03:18.768716
sh.600547,2025-12-03,2025-12-10,0.132568359375,2025-12-04 20:03:18.768716
sh.600547,2025-12-04,2025-12-11,0.118408203125,2025-12-04 20:03:18.768716
sh.600570,2025-12-03,2025-12-10,0.125732421875,2025-12-04 20:03:18.768716
sh.600570,2025-12-03,2025-12-10,0.1256103515625,2025-12-04 20:03:18.768716
sh.600570,2025-12-03,2025-12-10,0.1256103515625,2025-12-04 20:03:18.768716
sh.600570,2025-12-04,2025-12-11,0.14404296875,2025-12-04 20:03:18.768716
sh.600584,2025-12-03,2025-12-10,0.08251953125,2025-12-04 20:03:18.768716
sh.600584,2025-12-03,2025-12-10,0.08270263671875,2025-12-04 20:03:18.768716
sh.600584,2025-12-03,2025-12-10,0.0831298828125,2025-12-04 20:03:18.768716
sh.600584,2025-12-04,2025-12-11,0.1282958984375,2025-12-04 20:03:18.768716
sh.600585,2025-12-03,2025-12-10,0.0831298828125,2025-12-04 20:03:18.768716
sh.600585,2025-12-03,2025-12-10,0.08331298828125,2025-12-04 20:03:18.768716
sh.600585,2025-12-03,2025-12-10,0.0836181640625,2025-12-04 20:03:18.768716
sh.600585,2025-12-04,2025-12-11,0.10394287109375,2025-12-04 20:03:18.768716
sh.600588,2025-12-03,2025-12-10,0.1844482421875,2025-12-04 20:03:18.768716
sh.600588,2025-12-03,2025-12-10,0.184326171875,2025-12-04 20:03:18.768716
sh.600588,2025-12-03,2025-12-10,0.1844482421875,2025-12-04 20:03:18.768716
sh.600588,2025-12-04,2025-12-11,0.3896484375,2025-12-04 20:03:18.768716
sh.600600,2025-12-03,2025-12-10,0.09185791015625,2025-12-04 20:03:18.768716
sh.600600,2025-12-03,2025-12-10,0.092041015625,2025-12-04 20:03:18.768716
sh.600600,2025-12-03,2025-12-10,0.092041015625,2025-12-04 20:03:18.768716
sh.600600,2025-12-04,2025-12-11,0.1368408203125,2025-12-04 20:03:18.768716
sh.600660,2025-12-03,2025-12-10,0.09466552734375,2025-12-04 20:03:18.768716
sh.600660,2025-12-03,2025-12-10,0.09503173828125,2025-12-04 20:03:18.768716
sh.600660,2025-12-03,2025-12-10,0.09552001953125,2025-12-04 20:03:18.768716
sh.600660,2025-12-04,2025-12-11,0.1346435546875,2025-12-04 20:03:18.768716
sh.600674,2025-12-03,2025-12-10,0.0726318359375,2025-12-04 20:03:18.768716
sh.600674,2025-12-03,2025-12-10,0.07275390625,2025-12-04 20:03:18.768716
sh.600674,2025-12-03,2025-12-10,0.07318115234375,2025-12-04 20:03:18.768716
sh.600674,2025-12-04,2025-12-11,0.1392822265625,2025-12-04 20:03:18.768716
sh.600690,2025-12-03,2025-12-10,0.10577392578125,2025-12-04 20:03:18.768716
sh.600690,2025-12-03,2025-12-10,0.10614013671875,2025-12-04 20:03:18.768716
sh.600690,2025-12-03,2025-12-10,0.10650634765625,2025-12-04 20:03:18.768716
sh.600690,2025-12-04,2025-12-11,0.131591796875,2025-12-04 20:03:18.768716
sh.600741,2025-12-03,2025-12-10,0.1514892578125,2025-12-04 20:03:18.768716
sh.600741,2025-12-03,2025-12-10,0.1513671875,2025-12-04 20:03:18.768716
sh.600741,2025-12-03,2025-12-10,0.149658203125,2025-12-04 20:03:18.768716
sh.600741,2025-12-04,2025-12-11,0.1181640625,2025-12-04 20:03:18.768716
sh.600760,2025-12-03,2025-12-10,0.1671142578125,2025-12-04 20:03:18.768716
sh.600760,2025-12-03,2025-12-10,0.1673583984375,2025-12-04 20:03:18.768716
sh.600760,2025-12-03,2025-12-10,0.1673583984375,2025-12-04 20:03:18.768716
sh.600760,2025-12-04,2025-12-11,0.1822509765625,2025-12-04 20:03:18.768716
sh.600795,2025-12-03,2025-12-10,0.167236328125,2025-12-04 20:03:18.768716
sh.600795,2025-12-03,2025-12-10,0.1678466796875,2025-12-04 20:03:18.768716
sh.600795,2025-12-03,2025-12-10,0.1685791015625,2025-12-04 20:03:18.768716
sh.600795,2025-12-04,2025-12-11,0.1693115234375,2025-12-04 20:03:18.768716
sh.600803,2025-12-03,2025-12-10,0.1416015625,2025-12-04 20:03:18.768716
sh.600803,2025-12-03,2025-12-10,0.1416015625,2025-12-04 20:03:18.768716
sh.600803,2025-12-03,2025-12-10,0.1419677734375,2025-12-04 20:03:18.768716
sh.600803,2025-12-04,2025-12-11,0.1414794921875,2025-12-04 20:03:18.768716
sh.600809,2025-12-03,2025-12-10,0.1343994140625,2025-12-04 20:03:18.768716
sh.600809,2025-12-03,2025-12-10,0.1343994140625,2025-12-04 20:03:18.768716
sh.600809,2025-12-03,2025-12-10,0.1343994140625,2025-12-04 20:03:18.768716
sh.600809,2025-12-04,2025-12-11,0.240966796875,2025-12-04 20:03:18.768716
sh.600845,2025-12-03,2025-12-10,0.1689453125,2025-12-04 20:03:18.768716
sh.600845,2025-12-03,2025-12-10,0.1689453125,2025-12-04 20:03:18.768716
sh.600845,2025-12-03,2025-12-10,0.169189453125,2025-12-04 20:03:18.768716
sh.600845,2025-12-04,2025-12-11,0.218505859375,2025-12-04 20:03:18.768716
sh.600875,2025-12-03,2025-12-10,0.11163330078125,2025-12-04 20:03:18.768716
sh.600875,2025-12-03,2025-12-10,0.1121826171875,2025-12-04 20:03:18.768716
sh.600875,2025-12-03,2025-12-10,0.11279296875,2025-12-04 20:03:18.768716
sh.600875,2025-12-04,2025-12-11,0.12115478515625,2025-12-04 20:03:18.768716
sh.600886,2025-12-03,2025-12-10,0.08135986328125,2025-12-04 20:03:18.768716
sh.600886,2025-12-03,2025-12-10,0.08197021484375,2025-12-04 20:03:18.768716
sh.600886,2025-12-03,2025-12-10,0.08251953125,2025-12-04 20:03:18.768716
sh.600886,2025-12-04,2025-12-11,0.1287841796875,2025-12-04 20:03:18.768716
sh.600887,2025-12-03,2025-12-10,0.1405029296875,2025-12-04 20:03:18.768716
sh.600887,2025-12-03,2025-12-10,0.1405029296875,2025-12-04 20:03:18.768716
sh.600887,2025-12-03,2025-12-10,0.140869140625,2025-12-04 20:03:18.768716
sh.600887,2025-12-04,2025-12-11,0.13330078125,2025-12-04 20:03:18.768716
sh.600893,2025-12-03,2025-12-10,0.1165771484375,2025-12-04 20:03:18.768716
sh.600893,2025-12-03,2025-12-10,0.1165771484375,2025-12-04 20:03:18.768716
sh.600893,2025-12-03,2025-12-10,0.1163330078125,2025-12-04 20:03:18.768716
sh.600893,2025-12-04,2025-12-11,0.08978271484375,2025-12-04 20:03:18.768716
sh.600900,2025-12-03,2025-12-10,0.1007080078125,2025-12-04 20:03:18.768716
sh.600900,2025-12-03,2025-12-10,0.1015625,2025-12-04 20:03:18.768716
sh.600900,2025-12-03,2025-12-10,0.102294921875,2025-12-04 20:03:18.768716
sh.600900,2025-12-04,2025-12-11,0.1483154296875,2025-12-04 20:03:18.768716
sh.600905,2025-12-03,2025-12-10,0.12408447265625,2025-12-04 20:03:18.768716
sh.600905,2025-12-03,2025-12-10,0.1240234375,2025-12-04 20:03:18.768716
sh.600905,2025-12-03,2025-12-10,0.12420654296875,2025-12-04 20:03:18.768716
sh.600905,2025-12-04,2025-12-11,0.1387939453125,2025-12-04 20:03:18.768716
sh.600918,2025-12-03,2025-12-10,0.1077880859375,2025-12-04 20:03:18.768716
sh.600918,2025-12-03,2025-12-10,0.1077880859375,2025-12-04 20:03:18.768716
sh.600918,2025-12-03,2025-12-10,0.1077880859375,2025-12-04 20:03:18.768716
sh.600918,2025-12-04,2025-12-11,0.0784912109375,2025-12-04 20:03:18.768716
sh.600919,2025-12-03,2025-12-10,0.114990234375,2025-12-04 20:03:18.768716
sh.600919,2025-12-03,2025-12-10,0.11517333984375,2025-12-04 20:03:18.768716
sh.600919,2025-12-03,2025-12-10,0.1153564453125,2025-12-04 20:03:18.768716
sh.600919,2025-12-04,2025-12-11,0.126953125,2025-12-04 20:03:18.768716
sh.600926,2025-12-03,2025-12-10,0.093505859375,2025-12-04 20:03:18.768716
sh.600926,2025-12-03,2025-12-10,0.0938720703125,2025-12-04 20:03:18.768716
sh.600926,2025-12-03,2025-12-10,0.093994140625,2025-12-04 20:03:18.768716
sh.600926,2025-12-04,2025-12-11,0.1328125,2025-12-04 20:03:18.768716
sh.600938,2025-12-03,2025-12-10,0.10504150390625,2025-12-04 20:03:18.768716
sh.600938,2025-12-03,2025-12-10,0.10595703125,2025-12-04 20:03:18.768716
sh.600938,2025-12-03,2025-12-10,0.10687255859375,2025-12-04 20:03:18.768716
sh.600938,2025-12-04,2025-12-11,0.1561279296875,2025-12-04 20:03:18.768716
sh.600941,2025-12-03,2025-12-10,0.126953125,2025-12-04 20:03:18.768716
sh.600941,2025-12-03,2025-12-10,0.1270751953125,2025-12-04 20:03:18.768716
sh.600941,2025-12-03,2025-12-10,0.127197265625,2025-12-04 20:03:18.768716
sh.600941,2025-12-04,2025-12-11,0.1259765625,2025-12-04 20:03:18.768716
sh.600958,2025-12-03,2025-12-10,0.126220703125,2025-12-04 20:03:18.768716
sh.600958,2025-12-03,2025-12-10,0.12646484375,2025-12-04 20:03:18.768716
sh.600958,2025-12-03,2025-12-10,0.1268310546875,2025-12-04 20:03:18.768716
sh.600958,2025-12-04,2025-12-11,0.11297607421875,2025-12-04 20:03:18.768716
