code,time,target,score,predcit_time
sh.688271,2025-08-15,2025-08-22,0.0816650390625,2025-08-16 20:04:52.865564
sh.688271,2025-08-15,2025-08-22,0.08123779296875,2025-08-16 20:04:52.865564
