code,time,target,score,predcit_time
sh.600161,2025-09-01,2025-09-08,0.14111328125,2025-09-01 20:03:09.943905
sh.600176,2025-09-01,2025-09-08,0.2481689453125,2025-09-01 20:03:09.943905
sh.600183,2025-09-01,2025-09-08,0.335205078125,2025-09-01 20:03:09.943905
sh.600188,2025-09-01,2025-09-08,0.147216796875,2025-09-01 20:03:09.943905
sh.600196,2025-09-01,2025-09-08,0.207275390625,2025-09-01 20:03:09.943905
sh.600219,2025-09-01,2025-09-08,0.139404296875,2025-09-01 20:03:09.943905
sh.600233,2025-09-01,2025-09-08,0.2259521484375,2025-09-01 20:03:09.943905
sh.600276,2025-09-01,2025-09-08,0.2469482421875,2025-09-01 20:03:09.943905
sh.600309,2025-09-01,2025-09-08,0.224609375,2025-09-01 20:03:09.943905
sh.600332,2025-09-01,2025-09-08,0.089111328125,2025-09-01 20:03:09.943905
sh.600346,2025-09-01,2025-09-08,0.2044677734375,2025-09-01 20:03:09.943905
sh.600362,2025-09-01,2025-09-08,0.279052734375,2025-09-01 20:03:09.943905
sh.600372,2025-09-01,2025-09-08,0.16162109375,2025-09-01 20:03:09.943905
sh.600377,2025-09-01,2025-09-08,0.409423828125,2025-09-01 20:03:09.943905
sh.600406,2025-09-01,2025-09-08,0.140869140625,2025-09-01 20:03:09.943905
sh.600415,2025-09-01,2025-09-08,0.167724609375,2025-09-01 20:03:09.943905
sh.600426,2025-09-01,2025-09-08,0.25341796875,2025-09-01 20:03:09.943905
sh.600436,2025-09-01,2025-09-08,0.1448974609375,2025-09-01 20:03:09.943905
sh.600438,2025-09-01,2025-09-08,0.18701171875,2025-09-01 20:03:09.943905
sh.600460,2025-09-01,2025-09-08,0.145751953125,2025-09-01 20:03:09.943905
sh.600482,2025-09-01,2025-09-08,0.156982421875,2025-09-01 20:03:09.943905
sh.600489,2025-09-01,2025-09-08,0.2335205078125,2025-09-01 20:03:09.943905
sh.600515,2025-09-01,2025-09-08,0.1448974609375,2025-09-01 20:03:09.943905
sh.600519,2025-09-01,2025-09-08,0.1275634765625,2025-09-01 20:03:09.943905
sh.600547,2025-09-01,2025-09-08,0.1988525390625,2025-09-01 20:03:09.943905
sh.600570,2025-09-01,2025-09-08,0.1845703125,2025-09-01 20:03:09.943905
sh.600584,2025-09-01,2025-09-08,0.1878662109375,2025-09-01 20:03:09.943905
sh.600585,2025-09-01,2025-09-08,0.138916015625,2025-09-01 20:03:09.943905
sh.600588,2025-09-01,2025-09-08,0.1324462890625,2025-09-01 20:03:09.943905
sh.600600,2025-09-01,2025-09-08,0.10107421875,2025-09-01 20:03:09.943905
sh.600660,2025-09-01,2025-09-08,0.257080078125,2025-09-01 20:03:09.943905
sh.600674,2025-09-01,2025-09-08,0.3701171875,2025-09-01 20:03:09.943905
sh.600690,2025-09-01,2025-09-08,0.12249755859375,2025-09-01 20:03:09.943905
sh.600741,2025-09-01,2025-09-08,0.138671875,2025-09-01 20:03:09.943905
sh.600760,2025-09-01,2025-09-08,0.1312255859375,2025-09-01 20:03:09.943905
sh.600795,2025-09-01,2025-09-08,0.1461181640625,2025-09-01 20:03:09.943905
sh.600803,2025-09-01,2025-09-08,0.1300048828125,2025-09-01 20:03:09.943905
sh.600809,2025-09-01,2025-09-08,0.2210693359375,2025-09-01 20:03:09.943905
sh.600845,2025-09-01,2025-09-08,0.089599609375,2025-09-01 20:03:09.943905
sh.600875,2025-09-01,2025-09-08,0.2081298828125,2025-09-01 20:03:09.943905
sh.600886,2025-09-01,2025-09-08,0.1549072265625,2025-09-01 20:03:09.943905
sh.600887,2025-09-01,2025-09-08,0.106689453125,2025-09-01 20:03:09.943905
sh.600893,2025-09-01,2025-09-08,0.160888671875,2025-09-01 20:03:09.943905
sh.600900,2025-09-01,2025-09-08,0.1749267578125,2025-09-01 20:03:09.943905
sh.600905,2025-09-01,2025-09-08,0.123046875,2025-09-01 20:03:09.943905
sh.600918,2025-09-01,2025-09-08,0.1285400390625,2025-09-01 20:03:09.943905
sh.600919,2025-09-01,2025-09-08,0.139404296875,2025-09-01 20:03:09.943905
sh.600926,2025-09-01,2025-09-08,0.1246337890625,2025-09-01 20:03:09.943905
sh.600938,2025-09-01,2025-09-08,0.2103271484375,2025-09-01 20:03:09.943905
sh.600941,2025-09-01,2025-09-08,0.2685546875,2025-09-01 20:03:09.943905
sh.600958,2025-09-01,2025-09-08,0.152587890625,2025-09-01 20:03:09.943905
sh.600989,2025-09-01,2025-09-08,0.188720703125,2025-09-01 20:03:09.943905
sh.600999,2025-09-01,2025-09-08,0.1798095703125,2025-09-01 20:03:09.943905
sh.601006,2025-09-01,2025-09-08,0.412353515625,2025-09-01 20:03:09.943905
sh.601009,2025-09-01,2025-09-08,0.130615234375,2025-09-01 20:03:09.943905
sh.601012,2025-09-01,2025-09-08,0.2225341796875,2025-09-01 20:03:09.943905
sh.601021,2025-09-01,2025-09-08,0.14111328125,2025-09-01 20:03:09.943905
sh.601058,2025-09-01,2025-09-08,0.222412109375,2025-09-01 20:03:09.943905
sh.601066,2025-09-01,2025-09-08,0.1083984375,2025-09-01 20:03:09.943905
sh.601077,2025-09-01,2025-09-08,0.1514892578125,2025-09-01 20:03:09.943905
sh.601088,2025-09-01,2025-09-08,0.07489013671875,2025-09-01 20:03:09.943905
sh.601100,2025-09-01,2025-09-08,0.29931640625,2025-09-01 20:03:09.943905
sh.601111,2025-09-01,2025-09-08,0.122314453125,2025-09-01 20:03:09.943905
sh.601117,2025-09-01,2025-09-08,0.12451171875,2025-09-01 20:03:09.943905
sh.601127,2025-09-01,2025-09-08,0.181396484375,2025-09-01 20:03:09.943905
sh.601138,2025-09-01,2025-09-08,0.1380615234375,2025-09-01 20:03:09.943905
sh.601166,2025-09-01,2025-09-08,0.1373291015625,2025-09-01 20:03:09.943905
sh.601169,2025-09-01,2025-09-08,0.11102294921875,2025-09-01 20:03:09.943905
sh.601186,2025-09-01,2025-09-08,0.1605224609375,2025-09-01 20:03:09.943905
sh.601211,2025-09-01,2025-09-08,0.14990234375,2025-09-01 20:03:09.943905
sh.601225,2025-09-01,2025-09-08,0.10504150390625,2025-09-01 20:03:09.943905
sh.601229,2025-09-01,2025-09-08,0.33349609375,2025-09-01 20:03:09.943905
sh.601236,2025-09-01,2025-09-08,0.137939453125,2025-09-01 20:03:09.943905
sh.601238,2025-09-01,2025-09-08,0.126953125,2025-09-01 20:03:09.943905
sh.601288,2025-09-01,2025-09-08,0.329833984375,2025-09-01 20:03:09.943905
sh.601318,2025-09-01,2025-09-08,0.1591796875,2025-09-01 20:03:09.943905
sh.601319,2025-09-01,2025-09-08,0.1402587890625,2025-09-01 20:03:09.943905
sh.601328,2025-09-01,2025-09-08,0.2139892578125,2025-09-01 20:03:09.943905
sh.601336,2025-09-01,2025-09-08,0.1697998046875,2025-09-01 20:03:09.943905
sh.601360,2025-09-01,2025-09-08,0.139892578125,2025-09-01 20:03:09.943905
sh.601377,2025-09-01,2025-09-08,0.150390625,2025-09-01 20:03:09.943905
sh.601390,2025-09-01,2025-09-08,0.127197265625,2025-09-01 20:03:09.943905
sh.601398,2025-09-01,2025-09-08,0.1739501953125,2025-09-01 20:03:09.943905
sh.601600,2025-09-01,2025-09-08,0.1885986328125,2025-09-01 20:03:09.943905
sh.601601,2025-09-01,2025-09-08,0.164794921875,2025-09-01 20:03:09.943905
sh.601607,2025-09-01,2025-09-08,0.1199951171875,2025-09-01 20:03:09.943905
sh.601618,2025-09-01,2025-09-08,0.205322265625,2025-09-01 20:03:09.943905
sh.601628,2025-09-01,2025-09-08,0.1357421875,2025-09-01 20:03:09.943905
sh.601633,2025-09-01,2025-09-08,0.223388671875,2025-09-01 20:03:09.943905
sh.601658,2025-09-01,2025-09-08,0.08526611328125,2025-09-01 20:03:09.943905
sh.601668,2025-09-01,2025-09-08,0.1171875,2025-09-01 20:03:09.943905
sh.601669,2025-09-01,2025-09-08,0.17919921875,2025-09-01 20:03:09.943905
sh.601688,2025-09-01,2025-09-08,0.1815185546875,2025-09-01 20:03:09.943905
sh.601689,2025-09-01,2025-09-08,0.1693115234375,2025-09-01 20:03:09.943905
sh.601698,2025-09-01,2025-09-08,0.1441650390625,2025-09-01 20:03:09.943905
sh.601699,2025-09-01,2025-09-08,0.1884765625,2025-09-01 20:03:09.943905
sh.601728,2025-09-01,2025-09-08,0.1566162109375,2025-09-01 20:03:09.943905
sh.601766,2025-09-01,2025-09-08,0.1624755859375,2025-09-01 20:03:09.943905
sh.601788,2025-09-01,2025-09-08,0.164794921875,2025-09-01 20:03:09.943905
sh.601799,2025-09-01,2025-09-08,0.126953125,2025-09-01 20:03:09.943905
sh.601800,2025-09-01,2025-09-08,0.140869140625,2025-09-01 20:03:09.943905
sh.601808,2025-09-01,2025-09-08,0.1422119140625,2025-09-01 20:03:09.943905
sh.601816,2025-09-01,2025-09-08,0.1383056640625,2025-09-01 20:03:09.943905
sh.601818,2025-09-01,2025-09-08,0.151611328125,2025-09-01 20:03:09.943905
sh.601825,2025-09-01,2025-09-08,0.0728759765625,2025-09-01 20:03:09.943905
sh.601838,2025-09-01,2025-09-08,0.1190185546875,2025-09-01 20:03:09.943905
sh.601857,2025-09-01,2025-09-08,0.1551513671875,2025-09-01 20:03:09.943905
sh.601865,2025-09-01,2025-09-08,0.1505126953125,2025-09-01 20:03:09.943905
sh.601868,2025-09-01,2025-09-08,0.1572265625,2025-09-01 20:03:09.943905
sh.601872,2025-09-01,2025-09-08,0.1466064453125,2025-09-01 20:03:09.943905
sh.601877,2025-09-01,2025-09-08,0.2144775390625,2025-09-01 20:03:09.943905
sh.601878,2025-09-01,2025-09-08,0.177490234375,2025-09-01 20:03:09.943905
sh.601881,2025-09-01,2025-09-08,0.1602783203125,2025-09-01 20:03:09.943905
sh.601888,2025-09-01,2025-09-08,0.134033203125,2025-09-01 20:03:09.943905
sh.601898,2025-09-01,2025-09-08,0.132568359375,2025-09-01 20:03:09.943905
sh.601899,2025-09-01,2025-09-08,0.26416015625,2025-09-01 20:03:09.943905
sh.601901,2025-09-01,2025-09-08,0.157470703125,2025-09-01 20:03:09.943905
sh.601916,2025-09-01,2025-09-08,0.2314453125,2025-09-01 20:03:09.943905
sh.601919,2025-09-01,2025-09-08,0.1695556640625,2025-09-01 20:03:09.943905
sh.601939,2025-09-01,2025-09-08,0.1248779296875,2025-09-01 20:03:09.943905
sh.601985,2025-09-01,2025-09-08,0.391357421875,2025-09-01 20:03:09.943905
sh.601988,2025-09-01,2025-09-08,0.11297607421875,2025-09-01 20:03:09.943905
sh.601995,2025-09-01,2025-09-08,0.131591796875,2025-09-01 20:03:09.943905
sh.601998,2025-09-01,2025-09-08,0.1351318359375,2025-09-01 20:03:09.943905
sh.603019,2025-09-01,2025-09-08,0.220703125,2025-09-01 20:03:09.943905
sh.603195,2025-09-01,2025-09-08,0.20654296875,2025-09-01 20:03:09.943905
sh.603259,2025-09-01,2025-09-08,0.1971435546875,2025-09-01 20:03:09.943905
sh.603260,2025-09-01,2025-09-08,0.1270751953125,2025-09-01 20:03:09.943905
sh.603288,2025-09-01,2025-09-08,0.09722900390625,2025-09-01 20:03:09.943905
sh.603369,2025-09-01,2025-09-08,0.1341552734375,2025-09-01 20:03:09.943905
sh.603392,2025-09-01,2025-09-08,0.1094970703125,2025-09-01 20:03:09.943905
sh.603501,2025-09-01,2025-09-08,0.203125,2025-09-01 20:03:09.943905
sh.603799,2025-09-01,2025-09-08,0.26416015625,2025-09-01 20:03:09.943905
sh.603806,2025-09-01,2025-09-08,0.1651611328125,2025-09-01 20:03:09.943905
sh.603833,2025-09-01,2025-09-08,0.09515380859375,2025-09-01 20:03:09.943905
sh.603986,2025-09-01,2025-09-08,0.266357421875,2025-09-01 20:03:09.943905
sh.603993,2025-09-01,2025-09-08,0.27392578125,2025-09-01 20:03:09.943905
sh.605117,2025-09-01,2025-09-08,0.1573486328125,2025-09-01 20:03:09.943905
sh.605499,2025-09-01,2025-09-08,0.2314453125,2025-09-01 20:03:09.943905
sh.688008,2025-09-01,2025-09-08,0.250732421875,2025-09-01 20:03:09.943905
sh.688009,2025-09-01,2025-09-08,0.142822265625,2025-09-01 20:03:09.943905
sh.688012,2025-09-01,2025-09-08,0.25341796875,2025-09-01 20:03:09.943905
sh.688036,2025-09-01,2025-09-08,0.1636962890625,2025-09-01 20:03:09.943905
sh.688041,2025-09-01,2025-09-08,0.11065673828125,2025-09-01 20:03:09.943905
sh.688047,2025-09-01,2025-09-08,0.1165771484375,2025-09-01 20:03:09.943905
sh.688082,2025-09-01,2025-09-08,0.25634765625,2025-09-01 20:03:09.943905
sh.688111,2025-09-01,2025-09-08,0.109130859375,2025-09-01 20:03:09.943905
sh.688126,2025-09-01,2025-09-08,0.12445068359375,2025-09-01 20:03:09.943905
sh.688169,2025-09-01,2025-09-08,0.191162109375,2025-09-01 20:03:09.943905
sh.688187,2025-09-01,2025-09-08,0.138671875,2025-09-01 20:03:09.943905
sh.688223,2025-09-01,2025-09-08,0.1387939453125,2025-09-01 20:03:09.943905
sh.688256,2025-09-01,2025-09-08,0.1044921875,2025-09-01 20:03:09.943905
sh.688271,2025-09-01,2025-09-08,0.1837158203125,2025-09-01 20:03:09.943905
sh.688303,2025-09-01,2025-09-08,0.09027099609375,2025-09-01 20:03:09.943905
sh.688396,2025-09-01,2025-09-08,0.139892578125,2025-09-01 20:03:09.943905
sh.688599,2025-09-01,2025-09-08,0.1405029296875,2025-09-01 20:03:09.943905
sz.000001,2025-09-01,2025-09-08,0.140380859375,2025-09-01 20:03:09.943905
sz.000002,2025-09-01,2025-09-08,0.0966796875,2025-09-01 20:03:09.943905
sz.000063,2025-09-01,2025-09-08,0.245849609375,2025-09-01 20:03:09.943905
sz.000100,2025-09-01,2025-09-08,0.1507568359375,2025-09-01 20:03:09.943905
sz.000157,2025-09-01,2025-09-08,0.10687255859375,2025-09-01 20:03:09.943905
sz.000166,2025-09-01,2025-09-08,0.1517333984375,2025-09-01 20:03:09.943905
sz.000301,2025-09-01,2025-09-08,0.124755859375,2025-09-01 20:03:09.943905
sz.000333,2025-09-01,2025-09-08,0.12158203125,2025-09-01 20:03:09.943905
sz.000338,2025-09-01,2025-09-08,0.1239013671875,2025-09-01 20:03:09.943905
sz.000408,2025-09-01,2025-09-08,0.2467041015625,2025-09-01 20:03:09.943905
sz.000425,2025-09-01,2025-09-08,0.2354736328125,2025-09-01 20:03:09.943905
sz.000538,2025-09-01,2025-09-08,0.169677734375,2025-09-01 20:03:09.943905
sz.000568,2025-09-01,2025-09-08,0.2120361328125,2025-09-01 20:03:09.943905
sz.000596,2025-09-01,2025-09-08,0.2293701171875,2025-09-01 20:03:09.943905
sz.000617,2025-09-01,2025-09-08,0.2288818359375,2025-09-01 20:03:09.943905
sz.000625,2025-09-01,2025-09-08,0.135498046875,2025-09-01 20:03:09.943905
sz.000630,2025-09-01,2025-09-08,0.2315673828125,2025-09-01 20:03:09.943905
sz.000651,2025-09-01,2025-09-08,0.2047119140625,2025-09-01 20:03:09.943905
sz.000661,2025-09-01,2025-09-08,0.2000732421875,2025-09-01 20:03:09.943905
sz.000708,2025-09-01,2025-09-08,0.172119140625,2025-09-01 20:03:09.943905
sz.000725,2025-09-01,2025-09-08,0.1734619140625,2025-09-01 20:03:09.943905
sz.000768,2025-09-01,2025-09-08,0.1444091796875,2025-09-01 20:03:09.943905
sz.000776,2025-09-01,2025-09-08,0.2178955078125,2025-09-01 20:03:09.943905
sz.000786,2025-09-01,2025-09-08,0.13134765625,2025-09-01 20:03:09.943905
sz.000792,2025-09-01,2025-09-08,0.1566162109375,2025-09-01 20:03:09.943905
sz.000800,2025-09-01,2025-09-08,0.135498046875,2025-09-01 20:03:09.943905
sz.000807,2025-09-01,2025-09-08,0.28662109375,2025-09-01 20:03:09.943905
sz.000858,2025-09-01,2025-09-08,0.156005859375,2025-09-01 20:03:09.943905
sz.000876,2025-09-01,2025-09-08,0.10858154296875,2025-09-01 20:03:09.943905
sz.000895,2025-09-01,2025-09-08,0.19189453125,2025-09-01 20:03:09.943905
sz.000938,2025-09-01,2025-09-08,0.2020263671875,2025-09-01 20:03:09.943905
sz.000963,2025-09-01,2025-09-08,0.1866455078125,2025-09-01 20:03:09.943905
sz.000975,2025-09-01,2025-09-08,0.1676025390625,2025-09-01 20:03:09.943905
sz.000977,2025-09-01,2025-09-08,0.2117919921875,2025-09-01 20:03:09.943905
sz.000983,2025-09-01,2025-09-08,0.1571044921875,2025-09-01 20:03:09.943905
sz.000999,2025-09-01,2025-09-08,0.1939697265625,2025-09-01 20:03:09.943905
sz.001289,2025-09-01,2025-09-08,0.10052490234375,2025-09-01 20:03:09.943905
sz.001965,2025-09-01,2025-09-08,0.4921875,2025-09-01 20:03:09.943905
sz.001979,2025-09-01,2025-09-08,0.1431884765625,2025-09-01 20:03:09.943905
sz.002001,2025-09-01,2025-09-08,0.2247314453125,2025-09-01 20:03:09.943905
sz.002027,2025-09-01,2025-09-08,0.2232666015625,2025-09-01 20:03:09.943905
sz.002028,2025-09-01,2025-09-08,0.2398681640625,2025-09-01 20:03:09.943905
sz.002049,2025-09-01,2025-09-08,0.1820068359375,2025-09-01 20:03:09.943905
sz.002050,2025-09-01,2025-09-08,0.1903076171875,2025-09-01 20:03:09.943905
sz.002074,2025-09-01,2025-09-08,0.294921875,2025-09-01 20:03:09.943905
sz.002129,2025-09-01,2025-09-08,0.11199951171875,2025-09-01 20:03:09.943905
sz.002142,2025-09-01,2025-09-08,0.232177734375,2025-09-01 20:03:09.943905
sz.002179,2025-09-01,2025-09-08,0.17724609375,2025-09-01 20:03:09.943905
sz.002180,2025-09-01,2025-09-08,0.1300048828125,2025-09-01 20:03:09.943905
sz.002230,2025-09-01,2025-09-08,0.1588134765625,2025-09-01 20:03:09.943905
sz.002236,2025-09-01,2025-09-08,0.21728515625,2025-09-01 20:03:09.943905
sz.002241,2025-09-01,2025-09-08,0.23388671875,2025-09-01 20:03:09.943905
sz.002252,2025-09-01,2025-09-08,0.1383056640625,2025-09-01 20:03:09.943905
sz.002304,2025-09-01,2025-09-08,0.20703125,2025-09-01 20:03:09.943905
sz.002311,2025-09-01,2025-09-08,0.1378173828125,2025-09-01 20:03:09.943905
sz.002352,2025-09-01,2025-09-08,0.1610107421875,2025-09-01 20:03:09.943905
sz.002371,2025-09-01,2025-09-08,0.2354736328125,2025-09-01 20:03:09.943905
sz.002415,2025-09-01,2025-09-08,0.2349853515625,2025-09-01 20:03:09.943905
sz.002422,2025-09-01,2025-09-08,0.1597900390625,2025-09-01 20:03:09.943905
sz.002459,2025-09-01,2025-09-08,0.220458984375,2025-09-01 20:03:09.943905
sz.002460,2025-09-01,2025-09-08,0.2410888671875,2025-09-01 20:03:09.943905
sz.002463,2025-09-01,2025-09-08,0.25634765625,2025-09-01 20:03:09.943905
sz.002466,2025-09-01,2025-09-08,0.240478515625,2025-09-01 20:03:09.943905
sz.002475,2025-09-01,2025-09-08,0.188232421875,2025-09-01 20:03:09.943905
sz.002493,2025-09-01,2025-09-08,0.1739501953125,2025-09-01 20:03:09.943905
sz.002594,2025-09-01,2025-09-08,0.07421875,2025-09-01 20:03:09.943905
sz.002600,2025-09-01,2025-09-08,0.272705078125,2025-09-01 20:03:09.943905
sz.002601,2025-09-01,2025-09-08,0.2322998046875,2025-09-01 20:03:09.943905
sz.002648,2025-09-01,2025-09-08,0.2646484375,2025-09-01 20:03:09.943905
sz.002709,2025-09-01,2025-09-08,0.24072265625,2025-09-01 20:03:09.943905
sz.002714,2025-09-01,2025-09-08,0.2440185546875,2025-09-01 20:03:09.943905
sz.002736,2025-09-01,2025-09-08,0.181396484375,2025-09-01 20:03:09.943905
sz.002916,2025-09-01,2025-09-08,0.10614013671875,2025-09-01 20:03:09.943905
sz.002920,2025-09-01,2025-09-08,0.2080078125,2025-09-01 20:03:09.943905
sz.002938,2025-09-01,2025-09-08,0.2015380859375,2025-09-01 20:03:09.943905
sz.003816,2025-09-01,2025-09-08,0.164794921875,2025-09-01 20:03:09.943905
sz.300014,2025-09-01,2025-09-08,0.1802978515625,2025-09-01 20:03:09.943905
sz.300015,2025-09-01,2025-09-08,0.1318359375,2025-09-01 20:03:09.943905
sz.300033,2025-09-01,2025-09-08,0.1995849609375,2025-09-01 20:03:09.943905
sz.300059,2025-09-01,2025-09-08,0.2437744140625,2025-09-01 20:03:09.943905
sz.300122,2025-09-01,2025-09-08,0.26318359375,2025-09-01 20:03:09.943905
sz.300124,2025-09-01,2025-09-08,0.1759033203125,2025-09-01 20:03:09.943905
sz.300274,2025-09-01,2025-09-08,0.2337646484375,2025-09-01 20:03:09.943905
sz.300308,2025-09-01,2025-09-08,0.280517578125,2025-09-01 20:03:09.943905
sz.300316,2025-09-01,2025-09-08,0.19091796875,2025-09-01 20:03:09.943905
sz.300347,2025-09-01,2025-09-08,0.171630859375,2025-09-01 20:03:09.943905
sz.300394,2025-09-01,2025-09-08,0.280517578125,2025-09-01 20:03:09.943905
sz.300408,2025-09-01,2025-09-08,0.262451171875,2025-09-01 20:03:09.943905
sz.300413,2025-09-01,2025-09-08,0.135986328125,2025-09-01 20:03:09.943905
sz.300418,2025-09-01,2025-09-08,0.193115234375,2025-09-01 20:03:09.943905
sz.300433,2025-09-01,2025-09-08,0.26611328125,2025-09-01 20:03:09.943905
sz.300442,2025-09-01,2025-09-08,0.138916015625,2025-09-01 20:03:09.943905
sz.300498,2025-09-01,2025-09-08,0.1370849609375,2025-09-01 20:03:09.943905
sz.300502,2025-09-01,2025-09-08,0.271728515625,2025-09-01 20:03:09.943905
sz.300628,2025-09-01,2025-09-08,0.18359375,2025-09-01 20:03:09.943905
sz.300661,2025-09-01,2025-09-08,0.12493896484375,2025-09-01 20:03:09.943905
sz.300750,2025-09-01,2025-09-08,0.1719970703125,2025-09-01 20:03:09.943905
sz.300759,2025-09-01,2025-09-08,0.275146484375,2025-09-01 20:03:09.943905
sz.300760,2025-09-01,2025-09-08,0.15234375,2025-09-01 20:03:09.943905
sz.300782,2025-09-01,2025-09-08,0.10357666015625,2025-09-01 20:03:09.943905
sz.300832,2025-09-01,2025-09-08,0.275146484375,2025-09-01 20:03:09.943905
sz.300896,2025-09-01,2025-09-08,0.2269287109375,2025-09-01 20:03:09.943905
sz.300979,2025-09-01,2025-09-08,0.11395263671875,2025-09-01 20:03:09.943905
sz.300999,2025-09-01,2025-09-08,0.17529296875,2025-09-01 20:03:09.943905
sz.301236,2025-09-01,2025-09-08,0.11358642578125,2025-09-01 20:03:09.943905
sz.301269,2025-09-01,2025-09-08,0.10125732421875,2025-09-01 20:03:09.943905
sz.302132,2025-09-01,2025-09-08,0.173583984375,2025-09-01 20:03:09.943905
