code,time,score,target,create_time
sh.600000,2025-04-08,0.60693359375,2025-04-15,2025-04-08 18:15:36.440445
sh.600009,2025-04-08,0.603515625,2025-04-15,2025-04-08 18:15:36.440445
sh.600010,2025-04-08,0.494873046875,2025-04-15,2025-04-08 18:15:36.440445
sh.600011,2025-04-08,0.58935546875,2025-04-15,2025-04-08 18:15:36.440445
sh.600015,2025-04-08,0.57080078125,2025-04-15,2025-04-08 18:15:36.440445
sh.600016,2025-04-08,0.6005859375,2025-04-15,2025-04-08 18:15:36.440445
sh.600018,2025-04-08,0.59326171875,2025-04-15,2025-04-08 18:15:36.440445
sh.600019,2025-04-08,0.56494140625,2025-04-15,2025-04-08 18:15:36.440445
sh.600023,2025-04-08,0.56640625,2025-04-15,2025-04-08 18:15:36.440445
sh.600025,2025-04-08,0.57275390625,2025-04-15,2025-04-08 18:15:36.440445
sh.600026,2025-04-08,0.55517578125,2025-04-15,2025-04-08 18:15:36.440445
sh.600027,2025-04-08,0.58447265625,2025-04-15,2025-04-08 18:15:36.440445
sh.600028,2025-04-08,0.6181640625,2025-04-15,2025-04-08 18:15:36.440445
sh.600029,2025-04-08,0.57080078125,2025-04-15,2025-04-08 18:15:36.440445
sh.600030,2025-04-08,0.53271484375,2025-04-15,2025-04-08 18:15:36.440445
sh.600031,2025-04-08,0.58447265625,2025-04-15,2025-04-08 18:15:36.440445
sh.600036,2025-04-08,0.49853515625,2025-04-15,2025-04-08 18:15:36.440445
sh.600039,2025-04-08,0.59033203125,2025-04-15,2025-04-08 18:15:36.440445
sh.600048,2025-04-08,0.640625,2025-04-15,2025-04-08 18:15:36.440445
sh.600050,2025-04-08,0.55419921875,2025-04-15,2025-04-08 18:15:36.440445
sh.600061,2025-04-08,0.56689453125,2025-04-15,2025-04-08 18:15:36.440445
sh.600066,2025-04-08,0.489013671875,2025-04-15,2025-04-08 18:15:36.440445
sh.600085,2025-04-08,0.59130859375,2025-04-15,2025-04-08 18:15:36.440445
sh.600089,2025-04-08,0.6181640625,2025-04-15,2025-04-08 18:15:36.440445
sh.600104,2025-04-08,0.6083984375,2025-04-15,2025-04-08 18:15:36.440445
sh.600111,2025-04-08,0.63232421875,2025-04-15,2025-04-08 18:15:36.440445
sh.600115,2025-04-08,0.56640625,2025-04-15,2025-04-08 18:15:36.440445
