code,time,score,target,create_time
sh.600000,2025-04-11,0.548828125,2025-04-18,2025-04-11 18:18:02.734154
sh.600009,2025-04-11,0.5205078125,2025-04-18,2025-04-11 18:18:02.734154
sh.600010,2025-04-11,0.5302734375,2025-04-18,2025-04-11 18:18:02.734154
sh.600011,2025-04-11,0.5078125,2025-04-18,2025-04-11 18:18:02.734154
sh.600015,2025-04-11,0.55322265625,2025-04-18,2025-04-11 18:18:02.734154
sh.600016,2025-04-11,0.59228515625,2025-04-18,2025-04-11 18:18:02.734154
sh.600018,2025-04-11,0.52099609375,2025-04-18,2025-04-11 18:18:02.734154
sh.600019,2025-04-11,0.54638671875,2025-04-18,2025-04-11 18:18:02.734154
sh.600023,2025-04-11,0.541015625,2025-04-18,2025-04-11 18:18:02.734154
sh.600025,2025-04-11,0.5390625,2025-04-18,2025-04-11 18:18:02.734154
sh.600026,2025-04-11,0.53173828125,2025-04-18,2025-04-11 18:18:02.734154
sh.600027,2025-04-11,0.52880859375,2025-04-18,2025-04-11 18:18:02.734154
sh.600028,2025-04-11,0.5283203125,2025-04-18,2025-04-11 18:18:02.734154
sh.600029,2025-04-11,0.54931640625,2025-04-18,2025-04-11 18:18:02.734154
sh.600030,2025-04-11,0.52880859375,2025-04-18,2025-04-11 18:18:02.734154
sh.600031,2025-04-11,0.572265625,2025-04-18,2025-04-11 18:18:02.734154
sh.600036,2025-04-11,0.53564453125,2025-04-18,2025-04-11 18:18:02.734154
sh.600039,2025-04-11,0.517578125,2025-04-18,2025-04-11 18:18:02.734154
sh.600048,2025-04-11,0.5126953125,2025-04-18,2025-04-11 18:18:02.734154
sh.600050,2025-04-11,0.51904296875,2025-04-18,2025-04-11 18:18:02.734154
sh.600061,2025-04-11,0.53076171875,2025-04-18,2025-04-11 18:18:02.734154
sh.688599,2025-04-10,0.50927734375,2025-04-17,2025-04-11 18:18:02.734154
sh.688981,2025-04-10,0.4736328125,2025-04-17,2025-04-11 18:18:02.734154
sz.000001,2025-04-10,0.55419921875,2025-04-17,2025-04-11 18:18:02.734154
sz.000002,2025-04-10,0.58203125,2025-04-17,2025-04-11 18:18:02.734154
sz.000063,2025-04-10,0.50927734375,2025-04-17,2025-04-11 18:18:02.734154
sz.000100,2025-04-10,0.50927734375,2025-04-17,2025-04-11 18:18:02.734154
sz.000157,2025-04-10,0.587890625,2025-04-17,2025-04-11 18:18:02.734154
sz.000166,2025-04-10,0.54638671875,2025-04-17,2025-04-11 18:18:02.734154
sz.000301,2025-04-10,0.53466796875,2025-04-17,2025-04-11 18:18:02.734154
sz.000333,2025-04-10,0.5322265625,2025-04-17,2025-04-11 18:18:02.734154
sz.000338,2025-04-10,0.53564453125,2025-04-17,2025-04-11 18:18:02.734154
sz.000408,2025-04-10,0.513671875,2025-04-17,2025-04-11 18:18:02.734154
sz.000425,2025-04-10,0.546875,2025-04-17,2025-04-11 18:18:02.734154
sz.000538,2025-04-10,0.56298828125,2025-04-17,2025-04-11 18:18:02.734154
sz.000568,2025-04-10,0.54638671875,2025-04-17,2025-04-11 18:18:02.734154
sz.000596,2025-04-10,0.5712890625,2025-04-17,2025-04-11 18:18:02.734154
sz.000617,2025-04-10,0.6640625,2025-04-17,2025-04-11 18:18:02.734154
sz.000625,2025-04-10,0.54296875,2025-04-17,2025-04-11 18:18:02.734154
sz.000630,2025-04-10,0.51416015625,2025-04-17,2025-04-11 18:18:02.734154
sz.000651,2025-04-10,0.541015625,2025-04-17,2025-04-11 18:18:02.734154
sz.000661,2025-04-10,0.5595703125,2025-04-17,2025-04-11 18:18:02.734154
sz.000708,2025-04-10,0.54541015625,2025-04-17,2025-04-11 18:18:02.734154
sz.000725,2025-04-10,0.48828125,2025-04-17,2025-04-11 18:18:02.734154
sz.000768,2025-04-10,0.541015625,2025-04-17,2025-04-11 18:18:02.734154
sz.000776,2025-04-10,0.56396484375,2025-04-17,2025-04-11 18:18:02.734154
sz.000786,2025-04-10,0.55078125,2025-04-17,2025-04-11 18:18:02.734154
sz.000792,2025-04-10,0.59619140625,2025-04-17,2025-04-11 18:18:02.734154
sz.000800,2025-04-10,0.55517578125,2025-04-17,2025-04-11 18:18:02.734154
sz.000807,2025-04-10,0.50341796875,2025-04-17,2025-04-11 18:18:02.734154
sz.000858,2025-04-10,0.55078125,2025-04-17,2025-04-11 18:18:02.734154
sz.000876,2025-04-10,0.58447265625,2025-04-17,2025-04-11 18:18:02.734154
sz.000895,2025-04-10,0.53857421875,2025-04-17,2025-04-11 18:18:02.734154
sz.000938,2025-04-10,0.50146484375,2025-04-17,2025-04-11 18:18:02.734154
sz.000963,2025-04-10,0.54052734375,2025-04-17,2025-04-11 18:18:02.734154
sz.000975,2025-04-10,0.57861328125,2025-04-17,2025-04-11 18:18:02.734154
sz.000977,2025-04-10,0.50732421875,2025-04-17,2025-04-11 18:18:02.734154
sz.000983,2025-04-10,0.5234375,2025-04-17,2025-04-11 18:18:02.734154
sz.000999,2025-04-10,0.5703125,2025-04-17,2025-04-11 18:18:02.734154
sz.001289,2025-04-10,0.57373046875,2025-04-17,2025-04-11 18:18:02.734154
sz.001965,2025-04-10,0.53759765625,2025-04-17,2025-04-11 18:18:02.734154
sz.001979,2025-04-10,0.55712890625,2025-04-17,2025-04-11 18:18:02.734154
sz.002001,2025-04-10,0.55322265625,2025-04-17,2025-04-11 18:18:02.734154
sz.002007,2025-04-10,0.52490234375,2025-04-17,2025-04-11 18:18:02.734154
sz.002027,2025-04-10,0.63525390625,2025-04-17,2025-04-11 18:18:02.734154
sz.002028,2025-04-10,0.5546875,2025-04-17,2025-04-11 18:18:02.734154
sz.002049,2025-04-10,0.50732421875,2025-04-17,2025-04-11 18:18:02.734154
sz.002050,2025-04-10,0.4873046875,2025-04-17,2025-04-11 18:18:02.734154
sz.002074,2025-04-10,0.51025390625,2025-04-17,2025-04-11 18:18:02.734154
sz.002129,2025-04-10,0.50537109375,2025-04-17,2025-04-11 18:18:02.734154
sz.002142,2025-04-10,0.51953125,2025-04-17,2025-04-11 18:18:02.734154
sz.002179,2025-04-10,0.53271484375,2025-04-17,2025-04-11 18:18:02.734154
sz.002180,2025-04-10,0.51220703125,2025-04-17,2025-04-11 18:18:02.734154
sz.002230,2025-04-10,0.525390625,2025-04-17,2025-04-11 18:18:02.734154
sz.002236,2025-04-10,0.529296875,2025-04-17,2025-04-11 18:18:02.734154
sz.002241,2025-04-10,0.53564453125,2025-04-17,2025-04-11 18:18:02.734154
sz.002252,2025-04-10,0.5224609375,2025-04-17,2025-04-11 18:18:02.734154
sz.002271,2025-04-10,0.5390625,2025-04-17,2025-04-11 18:18:02.734154
sz.002304,2025-04-10,0.5380859375,2025-04-17,2025-04-11 18:18:02.734154
sz.002311,2025-04-10,0.568359375,2025-04-17,2025-04-11 18:18:02.734154
sz.002352,2025-04-10,0.56982421875,2025-04-17,2025-04-11 18:18:02.734154
sz.002371,2025-04-10,0.5107421875,2025-04-17,2025-04-11 18:18:02.734154
sz.002415,2025-04-10,0.57470703125,2025-04-17,2025-04-11 18:18:02.734154
sz.002422,2025-04-10,0.56982421875,2025-04-17,2025-04-11 18:18:02.734154
sz.002459,2025-04-10,0.54150390625,2025-04-17,2025-04-11 18:18:02.734154
sz.002460,2025-04-10,0.529296875,2025-04-17,2025-04-11 18:18:02.734154
sz.002463,2025-04-10,0.49365234375,2025-04-17,2025-04-11 18:18:02.734154
sz.002466,2025-04-10,0.5263671875,2025-04-17,2025-04-11 18:18:02.734154
sz.002475,2025-04-10,0.48388671875,2025-04-17,2025-04-11 18:18:02.734154
sz.002493,2025-04-10,0.61083984375,2025-04-17,2025-04-11 18:18:02.734154
sz.002555,2025-04-10,0.5234375,2025-04-17,2025-04-11 18:18:02.734154
sz.002594,2025-04-10,0.493408203125,2025-04-17,2025-04-11 18:18:02.734154
sz.002601,2025-04-10,0.53173828125,2025-04-17,2025-04-11 18:18:02.734154
sz.002648,2025-04-10,0.484619140625,2025-04-17,2025-04-11 18:18:02.734154
sz.002709,2025-04-10,0.52197265625,2025-04-17,2025-04-11 18:18:02.734154
sz.002714,2025-04-10,0.58154296875,2025-04-17,2025-04-11 18:18:02.734154
sz.002736,2025-04-10,0.55712890625,2025-04-17,2025-04-11 18:18:02.734154
sz.002812,2025-04-10,0.50634765625,2025-04-17,2025-04-11 18:18:02.734154
sz.002916,2025-04-10,0.49658203125,2025-04-17,2025-04-11 18:18:02.734154
sz.002920,2025-04-10,0.51220703125,2025-04-17,2025-04-11 18:18:02.734154
sz.002938,2025-04-10,0.497802734375,2025-04-17,2025-04-11 18:18:02.734154
sz.003816,2025-04-10,0.54345703125,2025-04-17,2025-04-11 18:18:02.734154
sz.300014,2025-04-10,0.497802734375,2025-04-17,2025-04-11 18:18:02.734154
sz.300015,2025-04-10,0.513671875,2025-04-17,2025-04-11 18:18:02.734154
sz.300033,2025-04-10,0.490966796875,2025-04-17,2025-04-11 18:18:02.734154
sz.300059,2025-04-10,0.4736328125,2025-04-17,2025-04-11 18:18:02.734154
sz.300122,2025-04-10,0.58447265625,2025-04-17,2025-04-11 18:18:02.734154
sz.300124,2025-04-10,0.55517578125,2025-04-17,2025-04-11 18:18:02.734154
sz.300274,2025-04-10,0.494384765625,2025-04-17,2025-04-11 18:18:02.734154
sz.300308,2025-04-10,0.477783203125,2025-04-17,2025-04-11 18:18:02.734154
sz.300316,2025-04-10,0.52490234375,2025-04-17,2025-04-11 18:18:02.734154
sz.300347,2025-04-10,0.515625,2025-04-17,2025-04-11 18:18:02.734154
sz.300394,2025-04-10,0.484619140625,2025-04-17,2025-04-11 18:18:02.734154
sz.300408,2025-04-10,0.525390625,2025-04-17,2025-04-11 18:18:02.734154
sz.300413,2025-04-10,0.5380859375,2025-04-17,2025-04-11 18:18:02.734154
sz.300418,2025-04-10,0.49169921875,2025-04-17,2025-04-11 18:18:02.734154
sz.300433,2025-04-10,0.466064453125,2025-04-17,2025-04-11 18:18:02.734154
sz.300442,2025-04-10,0.474365234375,2025-04-17,2025-04-11 18:18:02.734154
sz.300450,2025-04-10,0.5341796875,2025-04-17,2025-04-11 18:18:02.734154
sz.300498,2025-04-10,0.57421875,2025-04-17,2025-04-11 18:18:02.734154
sz.300502,2025-04-10,0.4765625,2025-04-17,2025-04-11 18:18:02.734154
sz.300628,2025-04-10,0.50830078125,2025-04-17,2025-04-11 18:18:02.734154
sz.300661,2025-04-10,0.509765625,2025-04-17,2025-04-11 18:18:02.734154
sz.300750,2025-04-10,0.4912109375,2025-04-17,2025-04-11 18:18:02.734154
sz.300759,2025-04-10,0.48388671875,2025-04-17,2025-04-11 18:18:02.734154
sz.300760,2025-04-10,0.51806640625,2025-04-17,2025-04-11 18:18:02.734154
sz.300782,2025-04-10,0.52197265625,2025-04-17,2025-04-11 18:18:02.734154
sz.300832,2025-04-10,0.51123046875,2025-04-17,2025-04-11 18:18:02.734154
sz.300896,2025-04-10,0.57958984375,2025-04-17,2025-04-11 18:18:02.734154
sz.300979,2025-04-10,0.5107421875,2025-04-17,2025-04-11 18:18:02.734154
sz.300999,2025-04-10,0.5673828125,2025-04-17,2025-04-11 18:18:02.734154
sz.301269,2025-04-10,0.548828125,2025-04-17,2025-04-11 18:18:02.734154
