code,time,score,target,create_time
sh.600000,2025-04-10,0.51171875,2025-04-17,2025-04-10 18:17:50.893088
sh.600009,2025-04-10,0.521484375,2025-04-17,2025-04-10 18:17:50.893088
sh.600010,2025-04-10,0.5234375,2025-04-17,2025-04-10 18:17:50.893088
sh.600011,2025-04-10,0.53369140625,2025-04-17,2025-04-10 18:17:50.893088
sh.600015,2025-04-10,0.5478515625,2025-04-17,2025-04-10 18:17:50.893088
sh.600016,2025-04-10,0.52001953125,2025-04-17,2025-04-10 18:17:50.893088
sh.600018,2025-04-10,0.479736328125,2025-04-17,2025-04-10 18:17:50.893088
sh.600019,2025-04-10,0.5205078125,2025-04-17,2025-04-10 18:17:50.893088
sh.600023,2025-04-10,0.5380859375,2025-04-17,2025-04-10 18:17:50.893088
sh.600025,2025-04-10,0.54248046875,2025-04-17,2025-04-10 18:17:50.893088
sh.600026,2025-04-10,0.54150390625,2025-04-17,2025-04-10 18:17:50.893088
sh.600027,2025-04-10,0.54931640625,2025-04-17,2025-04-10 18:17:50.893088
sh.600028,2025-04-10,0.521484375,2025-04-17,2025-04-10 18:17:50.893088
sh.600029,2025-04-10,0.55615234375,2025-04-17,2025-04-10 18:17:50.893088
sh.600030,2025-04-10,0.49658203125,2025-04-17,2025-04-10 18:17:50.893088
sh.600031,2025-04-10,0.5205078125,2025-04-17,2025-04-10 18:17:50.893088
sh.600036,2025-04-10,0.5185546875,2025-04-17,2025-04-10 18:17:50.893088
sh.600039,2025-04-10,0.52783203125,2025-04-17,2025-04-10 18:17:50.893088
sh.600048,2025-04-10,0.5908203125,2025-04-17,2025-04-10 18:17:50.893088
sh.600050,2025-04-10,0.513671875,2025-04-17,2025-04-10 18:17:50.893088
sh.600061,2025-04-10,0.56787109375,2025-04-17,2025-04-10 18:17:50.893088
sh.600066,2025-04-10,0.529296875,2025-04-17,2025-04-10 18:17:50.893088
sh.600085,2025-04-10,0.5361328125,2025-04-17,2025-04-10 18:17:50.893088
sh.600089,2025-04-10,0.51806640625,2025-04-17,2025-04-10 18:17:50.893088
sh.600104,2025-04-10,0.486083984375,2025-04-17,2025-04-10 18:17:50.893088
sh.600111,2025-04-10,0.5048828125,2025-04-17,2025-04-10 18:17:50.893088
sh.600115,2025-04-10,0.55419921875,2025-04-17,2025-04-10 18:17:50.893088
sh.600150,2025-04-10,0.494384765625,2025-04-17,2025-04-10 18:17:50.893088
sh.600160,2025-04-10,0.5205078125,2025-04-17,2025-04-10 18:17:50.893088
sh.600161,2025-04-10,0.52587890625,2025-04-17,2025-04-10 18:17:50.893088
sh.600176,2025-04-10,0.51611328125,2025-04-17,2025-04-10 18:17:50.893088
sh.600183,2025-04-10,0.5029296875,2025-04-17,2025-04-10 18:17:50.893088
sh.600188,2025-04-10,0.4970703125,2025-04-17,2025-04-10 18:17:50.893088
sh.600196,2025-04-10,0.53564453125,2025-04-17,2025-04-10 18:17:50.893088
sh.600219,2025-04-10,0.564453125,2025-04-17,2025-04-10 18:17:50.893088
sh.600233,2025-04-10,0.556640625,2025-04-17,2025-04-10 18:17:50.893088
sh.600276,2025-04-10,0.5322265625,2025-04-17,2025-04-10 18:17:50.893088
sh.600309,2025-04-10,0.5283203125,2025-04-17,2025-04-10 18:17:50.893088
sh.600332,2025-04-10,0.54296875,2025-04-17,2025-04-10 18:17:50.893088
sh.600346,2025-04-10,0.53955078125,2025-04-17,2025-04-10 18:17:50.893088
sh.600362,2025-04-10,0.56640625,2025-04-17,2025-04-10 18:17:50.893088
sh.600372,2025-04-10,0.52392578125,2025-04-17,2025-04-10 18:17:50.893088
sh.600377,2025-04-10,0.5419921875,2025-04-17,2025-04-10 18:17:50.893088
sh.600406,2025-04-10,0.469482421875,2025-04-17,2025-04-10 18:17:50.893088
sh.600415,2025-04-10,0.57421875,2025-04-17,2025-04-10 18:17:50.893088
sh.600426,2025-04-10,0.5224609375,2025-04-17,2025-04-10 18:17:50.893088
sh.600436,2025-04-10,0.5400390625,2025-04-17,2025-04-10 18:17:50.893088
sh.600438,2025-04-10,0.5087890625,2025-04-17,2025-04-10 18:17:50.893088
sh.600460,2025-04-10,0.52099609375,2025-04-17,2025-04-10 18:17:50.893088
sh.600482,2025-04-10,0.54052734375,2025-04-17,2025-04-10 18:17:50.893088
sh.600489,2025-04-10,0.59521484375,2025-04-17,2025-04-10 18:17:50.893088
sh.600515,2025-04-10,0.5810546875,2025-04-17,2025-04-10 18:17:50.893088
sh.600519,2025-04-10,0.5419921875,2025-04-17,2025-04-10 18:17:50.893088
sh.600547,2025-04-10,0.5947265625,2025-04-17,2025-04-10 18:17:50.893088
sh.600570,2025-04-10,0.50830078125,2025-04-17,2025-04-10 18:17:50.893088
sh.600584,2025-04-10,0.49609375,2025-04-17,2025-04-10 18:17:50.893088
sh.600585,2025-04-10,0.5205078125,2025-04-17,2025-04-10 18:17:50.893088
sh.600588,2025-04-10,0.5078125,2025-04-17,2025-04-10 18:17:50.893088
sh.600600,2025-04-10,0.505859375,2025-04-17,2025-04-10 18:17:50.893088
sh.600660,2025-04-10,0.53564453125,2025-04-17,2025-04-10 18:17:50.893088
sh.600674,2025-04-10,0.5498046875,2025-04-17,2025-04-10 18:17:50.893088
sh.600690,2025-04-10,0.52197265625,2025-04-17,2025-04-10 18:17:50.893088
sh.600741,2025-04-10,0.52978515625,2025-04-17,2025-04-10 18:17:50.893088
sh.600745,2025-04-10,0.51611328125,2025-04-17,2025-04-10 18:17:50.893088
sh.600760,2025-04-10,0.5400390625,2025-04-17,2025-04-10 18:17:50.893088
sh.600795,2025-04-10,0.5458984375,2025-04-17,2025-04-10 18:17:50.893088
sh.600803,2025-04-10,0.5166015625,2025-04-17,2025-04-10 18:17:50.893088
sh.600809,2025-04-10,0.5556640625,2025-04-17,2025-04-10 18:17:50.893088
sh.600845,2025-04-10,0.53076171875,2025-04-17,2025-04-10 18:17:50.893088
sh.600875,2025-04-10,0.50927734375,2025-04-17,2025-04-10 18:17:50.893088
sh.600886,2025-04-10,0.5673828125,2025-04-17,2025-04-10 18:17:50.893088
sh.600887,2025-04-10,0.5380859375,2025-04-17,2025-04-10 18:17:50.893088
sh.600893,2025-04-10,0.5283203125,2025-04-17,2025-04-10 18:17:50.893088
sh.600900,2025-04-10,0.48828125,2025-04-17,2025-04-10 18:17:50.893088
sh.600905,2025-04-10,0.552734375,2025-04-17,2025-04-10 18:17:50.893088
sh.600918,2025-04-10,0.56640625,2025-04-17,2025-04-10 18:17:50.893088
sh.600919,2025-04-10,0.552734375,2025-04-17,2025-04-10 18:17:50.893088
sh.600926,2025-04-10,0.55712890625,2025-04-17,2025-04-10 18:17:50.893088
sh.600938,2025-04-10,0.50341796875,2025-04-17,2025-04-10 18:17:50.893088
sh.600941,2025-04-10,0.51025390625,2025-04-17,2025-04-10 18:17:50.893088
sh.600958,2025-04-10,0.54345703125,2025-04-17,2025-04-10 18:17:50.893088
sh.600989,2025-04-10,0.57763671875,2025-04-17,2025-04-10 18:17:50.893088
sh.600999,2025-04-10,0.54345703125,2025-04-17,2025-04-10 18:17:50.893088
sh.601006,2025-04-10,0.54248046875,2025-04-17,2025-04-10 18:17:50.893088
sh.601009,2025-04-10,0.55078125,2025-04-17,2025-04-10 18:17:50.893088
sh.601012,2025-04-10,0.5185546875,2025-04-17,2025-04-10 18:17:50.893088
sh.601021,2025-04-10,0.5576171875,2025-04-17,2025-04-10 18:17:50.893088
sh.601058,2025-04-10,0.50146484375,2025-04-17,2025-04-10 18:17:50.893088
sh.601059,2025-04-10,0.533203125,2025-04-17,2025-04-10 18:17:50.893088
sh.601066,2025-04-10,0.5234375,2025-04-17,2025-04-10 18:17:50.893088
sh.601088,2025-04-10,0.51171875,2025-04-17,2025-04-10 18:17:50.893088
sh.601100,2025-04-10,0.5166015625,2025-04-17,2025-04-10 18:17:50.893088
sh.601111,2025-04-10,0.5556640625,2025-04-17,2025-04-10 18:17:50.893088
