code,time,score,target,create_time
sh.603833,2025-04-09,0.61083984375,2025-04-16,2025-04-09 18:19:03.977427
sh.603986,2025-04-09,0.55908203125,2025-04-16,2025-04-09 18:19:03.977427
sh.603993,2025-04-09,0.5947265625,2025-04-16,2025-04-09 18:19:03.977427
sh.605117,2025-04-09,0.58544921875,2025-04-16,2025-04-09 18:19:03.977427
sh.605499,2025-04-09,0.59765625,2025-04-16,2025-04-09 18:19:03.977427
sh.688008,2025-04-09,0.58251953125,2025-04-16,2025-04-09 18:19:03.977427
sh.688009,2025-04-09,0.5712890625,2025-04-16,2025-04-09 18:19:03.977427
sh.688012,2025-04-09,0.61181640625,2025-04-16,2025-04-09 18:19:03.977427
sh.688036,2025-04-09,0.61962890625,2025-04-16,2025-04-09 18:19:03.977427
sh.688041,2025-04-09,0.5703125,2025-04-16,2025-04-09 18:19:03.977427
sh.688082,2025-04-09,0.62744140625,2025-04-16,2025-04-09 18:19:03.977427
sh.688111,2025-04-09,0.615234375,2025-04-16,2025-04-09 18:19:03.977427
sh.688126,2025-04-09,0.580078125,2025-04-16,2025-04-09 18:19:03.977427
sh.688169,2025-04-09,0.64404296875,2025-04-16,2025-04-09 18:19:03.977427
sh.688187,2025-04-09,0.59912109375,2025-04-16,2025-04-09 18:19:03.977427
sh.688223,2025-04-09,0.576171875,2025-04-16,2025-04-09 18:19:03.977427
sh.688256,2025-04-09,0.615234375,2025-04-16,2025-04-09 18:19:03.977427
sh.688271,2025-04-09,0.60693359375,2025-04-16,2025-04-09 18:19:03.977427
sh.688303,2025-04-09,0.580078125,2025-04-16,2025-04-09 18:19:03.977427
sh.688396,2025-04-09,0.6240234375,2025-04-16,2025-04-09 18:19:03.977427
sh.688472,2025-04-09,0.56982421875,2025-04-16,2025-04-09 18:19:03.977427
sh.688506,2025-04-09,0.6201171875,2025-04-16,2025-04-09 18:19:03.977427
sh.688599,2025-04-09,0.59326171875,2025-04-16,2025-04-09 18:19:03.977427
sh.688981,2025-04-09,0.53125,2025-04-16,2025-04-09 18:19:03.977427
sz.000001,2025-04-09,0.55810546875,2025-04-16,2025-04-09 18:19:03.977427
sz.000002,2025-04-09,0.6103515625,2025-04-16,2025-04-09 18:19:03.977427
sz.000063,2025-04-09,0.60595703125,2025-04-16,2025-04-09 18:19:03.977427
sz.000100,2025-04-09,0.521484375,2025-04-16,2025-04-09 18:19:03.977427
sz.000157,2025-04-09,0.60888671875,2025-04-16,2025-04-09 18:19:03.977427
sz.000166,2025-04-09,0.5615234375,2025-04-16,2025-04-09 18:19:03.977427
sz.000301,2025-04-09,0.58544921875,2025-04-16,2025-04-09 18:19:03.977427
sz.000333,2025-04-09,0.5263671875,2025-04-16,2025-04-09 18:19:03.977427
sz.000338,2025-04-09,0.578125,2025-04-16,2025-04-09 18:19:03.977427
sz.000408,2025-04-09,0.6103515625,2025-04-16,2025-04-09 18:19:03.977427
sz.000425,2025-04-09,0.61669921875,2025-04-16,2025-04-09 18:19:03.977427
sz.000538,2025-04-09,0.57275390625,2025-04-16,2025-04-09 18:19:03.977427
sz.000568,2025-04-09,0.548828125,2025-04-16,2025-04-09 18:19:03.977427
sz.000596,2025-04-09,0.61669921875,2025-04-16,2025-04-09 18:19:03.977427
sz.000617,2025-04-09,0.66015625,2025-04-16,2025-04-09 18:19:03.977427
sz.000625,2025-04-09,0.59521484375,2025-04-16,2025-04-09 18:19:03.977427
sz.000630,2025-04-09,0.60205078125,2025-04-16,2025-04-09 18:19:03.977427
sz.000651,2025-04-09,0.541015625,2025-04-16,2025-04-09 18:19:03.977427
sz.000661,2025-04-09,0.5859375,2025-04-16,2025-04-09 18:19:03.977427
sz.000708,2025-04-09,0.488525390625,2025-04-16,2025-04-09 18:19:03.977427
sz.000725,2025-04-09,0.52587890625,2025-04-16,2025-04-09 18:19:03.977427
sz.000768,2025-04-09,0.6162109375,2025-04-16,2025-04-09 18:19:03.977427
sz.000776,2025-04-09,0.5673828125,2025-04-16,2025-04-09 18:19:03.977427
sz.000786,2025-04-09,0.62353515625,2025-04-16,2025-04-09 18:19:03.977427
sz.000792,2025-04-09,0.58984375,2025-04-16,2025-04-09 18:19:03.977427
sz.000800,2025-04-09,0.56396484375,2025-04-16,2025-04-09 18:19:03.977427
sz.000807,2025-04-09,0.5537109375,2025-04-16,2025-04-09 18:19:03.977427
sz.000858,2025-04-09,0.5546875,2025-04-16,2025-04-09 18:19:03.977427
sz.000876,2025-04-09,0.45263671875,2025-04-16,2025-04-09 18:19:03.977427
sz.000895,2025-04-09,0.5751953125,2025-04-16,2025-04-09 18:19:03.977427
sz.000938,2025-04-09,0.619140625,2025-04-16,2025-04-09 18:19:03.977427
sz.000963,2025-04-09,0.54296875,2025-04-16,2025-04-09 18:19:03.977427
sz.000975,2025-04-09,0.6123046875,2025-04-16,2025-04-09 18:19:03.977427
sz.000977,2025-04-09,0.59912109375,2025-04-16,2025-04-09 18:19:03.977427
sz.000983,2025-04-09,0.556640625,2025-04-16,2025-04-09 18:19:03.977427
sz.000999,2025-04-09,0.59326171875,2025-04-16,2025-04-09 18:19:03.977427
sz.001289,2025-04-09,0.52490234375,2025-04-16,2025-04-09 18:19:03.977427
sz.001965,2025-04-09,0.53759765625,2025-04-16,2025-04-09 18:19:03.977427
sz.001979,2025-04-09,0.57861328125,2025-04-16,2025-04-09 18:19:03.977427
sz.002001,2025-04-09,0.54833984375,2025-04-16,2025-04-09 18:19:03.977427
sz.002007,2025-04-09,0.5732421875,2025-04-16,2025-04-09 18:19:03.977427
sz.002027,2025-04-09,0.541015625,2025-04-16,2025-04-09 18:19:03.977427
sz.002028,2025-04-09,0.58056640625,2025-04-16,2025-04-09 18:19:03.977427
sz.002049,2025-04-09,0.65185546875,2025-04-16,2025-04-09 18:19:03.977427
sz.002050,2025-04-09,0.5966796875,2025-04-16,2025-04-09 18:19:03.977427
sz.002074,2025-04-09,0.59130859375,2025-04-16,2025-04-09 18:19:03.977427
sz.002129,2025-04-09,0.59033203125,2025-04-16,2025-04-09 18:19:03.977427
sz.002142,2025-04-09,0.52783203125,2025-04-16,2025-04-09 18:19:03.977427
sz.002179,2025-04-09,0.59716796875,2025-04-16,2025-04-09 18:19:03.977427
sz.002180,2025-04-09,0.58349609375,2025-04-16,2025-04-09 18:19:03.977427
sz.002230,2025-04-09,0.60400390625,2025-04-16,2025-04-09 18:19:03.977427
sz.002236,2025-04-09,0.5927734375,2025-04-16,2025-04-09 18:19:03.977427
sz.002241,2025-04-09,0.6513671875,2025-04-16,2025-04-09 18:19:03.977427
sz.002252,2025-04-09,0.552734375,2025-04-16,2025-04-09 18:19:03.977427
sz.002271,2025-04-09,0.61865234375,2025-04-16,2025-04-09 18:19:03.977427
sz.002304,2025-04-09,0.58837890625,2025-04-16,2025-04-09 18:19:03.977427
sz.002311,2025-04-09,0.5185546875,2025-04-16,2025-04-09 18:19:03.977427
sz.002352,2025-04-09,0.5234375,2025-04-16,2025-04-09 18:19:03.977427
sz.002371,2025-04-09,0.5712890625,2025-04-16,2025-04-09 18:19:03.977427
sz.002415,2025-04-09,0.56689453125,2025-04-16,2025-04-09 18:19:03.977427
sz.002422,2025-04-09,0.5419921875,2025-04-16,2025-04-09 18:19:03.977427
sz.002459,2025-04-09,0.5693359375,2025-04-16,2025-04-09 18:19:03.977427
sz.002460,2025-04-09,0.61767578125,2025-04-16,2025-04-09 18:19:03.977427
sz.002463,2025-04-09,0.62451171875,2025-04-16,2025-04-09 18:19:03.977427
sz.002466,2025-04-09,0.60693359375,2025-04-16,2025-04-09 18:19:03.977427
sz.002475,2025-04-09,0.5791015625,2025-04-16,2025-04-09 18:19:03.977427
sz.002493,2025-04-09,0.54638671875,2025-04-16,2025-04-09 18:19:03.977427
sz.002555,2025-04-09,0.6103515625,2025-04-16,2025-04-09 18:19:03.977427
sz.002594,2025-04-09,0.51318359375,2025-04-16,2025-04-09 18:19:03.977427
sz.002601,2025-04-09,0.5556640625,2025-04-16,2025-04-09 18:19:03.977427
sz.002648,2025-04-09,0.48681640625,2025-04-16,2025-04-09 18:19:03.977427
sz.300274,2025-04-08,0.5185546875,2025-04-15,2025-04-09 18:19:03.977427
sz.300308,2025-04-08,0.471435546875,2025-04-15,2025-04-09 18:19:03.977427
sz.300316,2025-04-08,0.51708984375,2025-04-15,2025-04-09 18:19:03.977427
sz.300347,2025-04-08,0.52001953125,2025-04-15,2025-04-09 18:19:03.977427
sz.300394,2025-04-08,0.49951171875,2025-04-15,2025-04-09 18:19:03.977427
sz.300408,2025-04-08,0.45263671875,2025-04-15,2025-04-09 18:19:03.977427
sz.300413,2025-04-08,0.595703125,2025-04-15,2025-04-09 18:19:03.977427
sz.300418,2025-04-08,0.5498046875,2025-04-15,2025-04-09 18:19:03.977427
sz.300433,2025-04-08,0.47705078125,2025-04-15,2025-04-09 18:19:03.977427
sz.300442,2025-04-08,0.5009765625,2025-04-15,2025-04-09 18:19:03.977427
sz.300450,2025-04-08,0.5263671875,2025-04-15,2025-04-09 18:19:03.977427
sz.300498,2025-04-08,0.6328125,2025-04-15,2025-04-09 18:19:03.977427
sz.300502,2025-04-08,0.4482421875,2025-04-15,2025-04-09 18:19:03.977427
sz.300628,2025-04-08,0.4990234375,2025-04-15,2025-04-09 18:19:03.977427
sz.300661,2025-04-08,0.492919921875,2025-04-15,2025-04-09 18:19:03.977427
sz.300750,2025-04-08,0.484375,2025-04-15,2025-04-09 18:19:03.977427
sz.300759,2025-04-08,0.4970703125,2025-04-15,2025-04-09 18:19:03.977427
sz.300760,2025-04-08,0.54052734375,2025-04-15,2025-04-09 18:19:03.977427
sz.300782,2025-04-08,0.52294921875,2025-04-15,2025-04-09 18:19:03.977427
sz.300832,2025-04-08,0.50244140625,2025-04-15,2025-04-09 18:19:03.977427
sz.300896,2025-04-08,0.57177734375,2025-04-15,2025-04-09 18:19:03.977427
sz.300979,2025-04-08,0.492919921875,2025-04-15,2025-04-09 18:19:03.977427
sz.300999,2025-04-08,0.60546875,2025-04-15,2025-04-09 18:19:03.977427
sz.301269,2025-04-08,0.6279296875,2025-04-15,2025-04-09 18:19:03.977427
