score,y,profit,time,target,code,predcit_time
-3.953409,0.041471124,0.041471124,2025-06-18,2025-06-25,sh.600000,2025-06-25 20:13:28.668674
-4.1714206,0.0038022995,0.0038022995,2025-06-18,2025-06-25,sh.600009,2025-06-25 20:13:28.668674
-3.9299653,0.0,0.0,2025-06-18,2025-06-25,sh.600010,2025-06-25 20:13:28.668674
-4.0541263,-0.033556998,-0.033556998,2025-06-18,2025-06-25,sh.600011,2025-06-25 20:13:28.668674
-3.9771302,0.033707976,0.033707976,2025-06-18,2025-06-25,sh.600015,2025-06-25 20:13:28.668674
-3.942263,0.008438945,0.008438945,2025-06-18,2025-06-25,sh.600016,2025-06-25 20:13:28.668674
-3.9575088,0.0051546097,0.0051546097,2025-06-18,2025-06-25,sh.600018,2025-06-25 20:13:28.668674
-4.0641026,-0.010589957,-0.010589957,2025-06-18,2025-06-25,sh.600019,2025-06-25 20:13:28.668674
-3.9254286,-0.011173129,-0.011173129,2025-06-18,2025-06-25,sh.600023,2025-06-25 20:13:28.668674
-3.978543,-0.012207329,-0.012207329,2025-06-18,2025-06-25,sh.600025,2025-06-25 20:13:28.668674
-4.052651,-0.05368513,-0.05368513,2025-06-18,2025-06-25,sh.600026,2025-06-25 20:13:28.668674
-3.8268945,-0.05583763,-0.05583763,2025-06-18,2025-06-25,sh.600027,2025-06-25 20:13:28.668674
-4.0008373,-0.019097269,-0.019097269,2025-06-18,2025-06-25,sh.600028,2025-06-25 20:13:28.668674
-3.9923556,0.013840795,0.013840795,2025-06-18,2025-06-25,sh.600029,2025-06-25 20:13:28.668674
-3.9173086,0.021228194,0.021228194,2025-06-18,2025-06-25,sh.600030,2025-06-25 20:13:28.668674
-3.9151218,0.015185595,0.015185595,2025-06-18,2025-06-25,sh.600031,2025-06-25 20:13:28.668674
-3.9721029,0.01962924,0.01962924,2025-06-18,2025-06-25,sh.600036,2025-06-25 20:13:28.668674
-4.006259,0.002024293,0.002024293,2025-06-18,2025-06-25,sh.600039,2025-06-25 20:13:28.668674
