score,time,target,code,predcit_time
-3.8289013,2025-11-10,2025-11-17,sh.600000,2025-11-10 20:14:09.525040
-3.8496583,2025-11-10,2025-11-17,sh.600009,2025-11-10 20:14:09.525040
-4.1089544,2025-11-10,2025-11-17,sh.600010,2025-11-10 20:14:09.525040
-4.156352,2025-11-10,2025-11-17,sh.600011,2025-11-10 20:14:09.525040
-3.921531,2025-11-10,2025-11-17,sh.600015,2025-11-10 20:14:09.525040
-3.849743,2025-11-10,2025-11-17,sh.600016,2025-11-10 20:14:09.525040
-3.9657829,2025-11-10,2025-11-17,sh.600018,2025-11-10 20:14:09.525040
-4.06897,2025-11-10,2025-11-17,sh.600019,2025-11-10 20:14:09.525040
-4.0245986,2025-11-10,2025-11-17,sh.600023,2025-11-10 20:14:09.525040
-4.0510135,2025-11-10,2025-11-17,sh.600025,2025-11-10 20:14:09.525040
-4.1075654,2025-11-10,2025-11-17,sh.600026,2025-11-10 20:14:09.525040
-4.202141,2025-11-10,2025-11-17,sh.600027,2025-11-10 20:14:09.525040
-3.9131386,2025-11-10,2025-11-17,sh.600028,2025-11-10 20:14:09.525040
-3.9725287,2025-11-10,2025-11-17,sh.600029,2025-11-10 20:14:09.525040
-3.8248389,2025-11-10,2025-11-17,sh.600030,2025-11-10 20:14:09.525040
-3.6307807,2025-11-10,2025-11-17,sh.600031,2025-11-10 20:14:09.525040
-3.708184,2025-11-10,2025-11-17,sh.600036,2025-11-10 20:14:09.525040
-4.2969604,2025-11-10,2025-11-17,sh.600039,2025-11-10 20:14:09.525040
-3.8777368,2025-11-10,2025-11-17,sh.600048,2025-11-10 20:14:09.525040
-3.9349625,2025-11-10,2025-11-17,sh.600050,2025-11-10 20:14:09.525040
-3.8415935,2025-11-10,2025-11-17,sh.600061,2025-11-10 20:14:09.525040
-3.7792182,2025-11-10,2025-11-17,sh.600066,2025-11-10 20:14:09.525040
-3.8944776,2025-11-10,2025-11-17,sh.600085,2025-11-10 20:14:09.525040
-4.404926,2025-11-10,2025-11-17,sh.600089,2025-11-10 20:14:09.525040
-4.115689,2025-11-10,2025-11-17,sh.600104,2025-11-10 20:14:09.525040
-3.8730304,2025-11-10,2025-11-17,sh.600111,2025-11-10 20:14:09.525040
-3.9837024,2025-11-10,2025-11-17,sh.600115,2025-11-10 20:14:09.525040
-4.066851,2025-11-10,2025-11-17,sh.600150,2025-11-10 20:14:09.525040
-3.9856045,2025-11-10,2025-11-17,sh.600160,2025-11-10 20:14:09.525040
-3.726968,2025-11-10,2025-11-17,sh.600161,2025-11-10 20:14:09.525040
-3.855026,2025-11-10,2025-11-17,sh.600176,2025-11-10 20:14:09.525040
-3.8726099,2025-11-10,2025-11-17,sh.600183,2025-11-10 20:14:09.525040
-4.2139726,2025-11-10,2025-11-17,sh.600188,2025-11-10 20:14:09.525040
-4.0473,2025-11-10,2025-11-17,sh.600196,2025-11-10 20:14:09.525040
-4.178539,2025-11-10,2025-11-17,sh.600219,2025-11-10 20:14:09.525040
-4.069739,2025-11-10,2025-11-17,sh.600233,2025-11-10 20:14:09.525040
-4.517305,2025-11-10,2025-11-17,sh.600276,2025-11-10 20:14:09.525040
-3.9676821,2025-11-10,2025-11-17,sh.600309,2025-11-10 20:14:09.525040
-4.0677915,2025-11-10,2025-11-17,sh.600332,2025-11-10 20:14:09.525040
-3.9319084,2025-11-10,2025-11-17,sh.600346,2025-11-10 20:14:09.525040
-4.480868,2025-11-10,2025-11-17,sh.600362,2025-11-10 20:14:09.525040
-4.1893888,2025-11-10,2025-11-17,sh.600372,2025-11-10 20:14:09.525040
-3.9826434,2025-11-10,2025-11-17,sh.600377,2025-11-10 20:14:09.525040
-3.9505155,2025-11-10,2025-11-17,sh.600406,2025-11-10 20:14:09.525040
-4.1256323,2025-11-10,2025-11-17,sh.600415,2025-11-10 20:14:09.525040
-3.828773,2025-11-10,2025-11-17,sh.600426,2025-11-10 20:14:09.525040
-3.9777553,2025-11-10,2025-11-17,sh.600436,2025-11-10 20:14:09.525040
-4.2603116,2025-11-10,2025-11-17,sh.600438,2025-11-10 20:14:09.525040
-3.929423,2025-11-10,2025-11-17,sh.600460,2025-11-10 20:14:09.525040
-4.0115924,2025-11-10,2025-11-17,sh.600482,2025-11-10 20:14:09.525040
-3.7660744,2025-11-10,2025-11-17,sh.600489,2025-11-10 20:14:09.525040
-3.884761,2025-11-10,2025-11-17,sh.600515,2025-11-10 20:14:09.525040
-4.0415425,2025-11-10,2025-11-17,sh.600519,2025-11-10 20:14:09.525040
-3.875419,2025-11-10,2025-11-17,sh.600547,2025-11-10 20:14:09.525040
-4.0306697,2025-11-10,2025-11-17,sh.600570,2025-11-10 20:14:09.525040
-3.9263375,2025-11-10,2025-11-17,sh.600584,2025-11-10 20:14:09.525040
-3.6320307,2025-11-10,2025-11-17,sh.600585,2025-11-10 20:14:09.525040
-4.37231,2025-11-10,2025-11-17,sh.600588,2025-11-10 20:14:09.525040
-4.1411366,2025-11-10,2025-11-17,sh.600600,2025-11-10 20:14:09.525040
-3.8702447,2025-11-10,2025-11-17,sh.600660,2025-11-10 20:14:09.525040
-4.0113983,2025-11-10,2025-11-17,sh.600674,2025-11-10 20:14:09.525040
-4.110721,2025-11-10,2025-11-17,sh.600690,2025-11-10 20:14:09.525040
-3.8069892,2025-11-10,2025-11-17,sh.600741,2025-11-10 20:14:09.525040
-3.8920217,2025-11-10,2025-11-17,sh.600760,2025-11-10 20:14:09.525040
-4.2934585,2025-11-10,2025-11-17,sh.600795,2025-11-10 20:14:09.525040
-4.1380215,2025-11-10,2025-11-17,sh.600803,2025-11-10 20:14:09.525040
-4.065741,2025-11-10,2025-11-17,sh.600809,2025-11-10 20:14:09.525040
-3.9389021,2025-11-10,2025-11-17,sh.600845,2025-11-10 20:14:09.525040
-4.160259,2025-11-10,2025-11-17,sh.600875,2025-11-10 20:14:09.525040
-4.114303,2025-11-10,2025-11-17,sh.600886,2025-11-10 20:14:09.525040
-4.738691,2025-11-10,2025-11-17,sh.600887,2025-11-10 20:14:09.525040
-4.104922,2025-11-10,2025-11-17,sh.600893,2025-11-10 20:14:09.525040
-4.030177,2025-11-10,2025-11-17,sh.600900,2025-11-10 20:14:09.525040
-3.9994862,2025-11-10,2025-11-17,sh.600919,2025-11-10 20:14:09.525040
-4.0538306,2025-11-10,2025-11-17,sh.600926,2025-11-10 20:14:09.525040
-4.015571,2025-11-10,2025-11-17,sh.600958,2025-11-10 20:14:09.525040
-4.09966,2025-11-10,2025-11-17,sh.600989,2025-11-10 20:14:09.525040
-4.053575,2025-11-10,2025-11-17,sh.600999,2025-11-10 20:14:09.525040
-3.9267013,2025-11-10,2025-11-17,sh.601006,2025-11-10 20:14:09.525040
-3.9200304,2025-11-10,2025-11-17,sh.601009,2025-11-10 20:14:09.525040
-4.190803,2025-11-10,2025-11-17,sh.601012,2025-11-10 20:14:09.525040
-3.8461742,2025-11-10,2025-11-17,sh.601021,2025-11-10 20:14:09.525040
-4.227711,2025-11-10,2025-11-17,sh.601058,2025-11-10 20:14:09.525040
-4.0114713,2025-11-10,2025-11-17,sh.601066,2025-11-10 20:14:09.525040
-3.995237,2025-11-10,2025-11-17,sh.601077,2025-11-10 20:14:09.525040
-3.9766343,2025-11-10,2025-11-17,sh.601088,2025-11-10 20:14:09.525040
-3.972902,2025-11-10,2025-11-17,sh.601100,2025-11-10 20:14:09.525040
-3.9723303,2025-11-10,2025-11-17,sh.601111,2025-11-10 20:14:09.525040
-4.20832,2025-11-10,2025-11-17,sh.601117,2025-11-10 20:14:09.525040
-4.5205417,2025-11-10,2025-11-17,sh.601127,2025-11-10 20:14:09.525040
-4.648685,2025-11-10,2025-11-17,sh.601138,2025-11-10 20:14:09.525040
-3.6894238,2025-11-10,2025-11-17,sh.601166,2025-11-10 20:14:09.525040
