score,y,profit,time,target,code,predcit_time
-3.8144515,0.042824864,0.042824864,2025-06-24,2025-07-01,sh.600000,2025-07-01 20:14:00.343267
-4.202148,0.0041035414,0.0041035414,2025-06-24,2025-07-01,sh.600009,2025-07-01 20:14:00.343267
-3.8719532,0.011299491,0.011299491,2025-06-24,2025-07-01,sh.600010,2025-07-01 20:14:00.343267
-4.0203853,-0.006954074,-0.006954074,2025-06-24,2025-07-01,sh.600011,2025-07-01 20:14:00.343267
-4.040119,-0.007499993,-0.007499993,2025-06-24,2025-07-01,sh.600015,2025-07-01 20:14:00.343267
-3.8586254,-0.00835079,-0.00835079,2025-06-24,2025-07-01,sh.600016,2025-07-01 20:14:00.343267
-3.8692455,-0.022260249,-0.022260249,2025-06-24,2025-07-01,sh.600018,2025-07-01 20:14:00.343267
-4.0580173,0.0076452494,0.0076452494,2025-06-24,2025-07-01,sh.600019,2025-07-01 20:14:00.343267
-3.9106963,-0.0018832684,-0.0018832684,2025-06-24,2025-07-01,sh.600023,2025-07-01 20:14:00.343267
-3.9648545,-0.015432119,-0.015432119,2025-06-24,2025-07-01,sh.600025,2025-07-01 20:14:00.343267
-4.1058984,-0.019047618,-0.019047618,2025-06-24,2025-07-01,sh.600026,2025-07-01 20:14:00.343267
-3.8062763,-0.019713283,-0.019713283,2025-06-24,2025-07-01,sh.600027,2025-07-01 20:14:00.343267
-3.9714983,-0.005290985,-0.005290985,2025-06-24,2025-07-01,sh.600028,2025-07-01 20:14:00.343267
-3.9634988,0.010273933,0.010273933,2025-06-24,2025-07-01,sh.600029,2025-07-01 20:14:00.343267
-4.04315,0.02675581,0.02675581,2025-06-24,2025-07-01,sh.600030,2025-07-01 20:14:00.343267
-3.9218786,-0.0027778149,-0.0027778149,2025-06-24,2025-07-01,sh.600031,2025-07-01 20:14:00.343267
-3.9365957,-0.016898394,-0.016898394,2025-06-24,2025-07-01,sh.600036,2025-07-01 20:14:00.343267
-4.07988,0.0020222664,0.0020222664,2025-06-24,2025-07-01,sh.600039,2025-07-01 20:14:00.343267
-3.975376,0.017565846,0.017565846,2025-06-24,2025-07-01,sh.600048,2025-07-01 20:14:00.343267
-3.9802797,0.015136957,0.015136957,2025-06-24,2025-07-01,sh.600050,2025-07-01 20:14:00.343267
-3.8021677,0.017591357,0.017591357,2025-06-24,2025-07-01,sh.600061,2025-07-01 20:14:00.343267
-4.0218167,0.0077017546,0.0077017546,2025-06-24,2025-07-01,sh.600066,2025-07-01 20:14:00.343267
-4.206179,0.0052125454,0.0052125454,2025-06-24,2025-07-01,sh.600085,2025-07-01 20:14:00.343267
-3.8995993,0.02056551,0.02056551,2025-06-24,2025-07-01,sh.600089,2025-07-01 20:14:00.343267
-3.8991964,-0.004353225,-0.004353225,2025-06-24,2025-07-01,sh.600104,2025-07-01 20:14:00.343267
-3.9372203,0.0225873,0.0225873,2025-06-24,2025-07-01,sh.600111,2025-07-01 20:14:00.343267
-3.9681904,0.0024813414,0.0024813414,2025-06-24,2025-07-01,sh.600115,2025-07-01 20:14:00.343267
-3.7199848,0.052648664,0.052648664,2025-06-24,2025-07-01,sh.600150,2025-07-01 20:14:00.343267
-3.7963092,0.053715944,0.053715944,2025-06-24,2025-07-01,sh.600160,2025-07-01 20:14:00.343267
-4.0951858,-0.002593398,-0.002593398,2025-06-24,2025-07-01,sh.600161,2025-07-01 20:14:00.343267
-3.9627311,0.016114593,0.016114593,2025-06-24,2025-07-01,sh.600176,2025-07-01 20:14:00.343267
-4.13366,0.038781166,0.038781166,2025-06-24,2025-07-01,sh.600183,2025-07-01 20:14:00.343267
-4.240276,-0.004905939,-0.004905939,2025-06-24,2025-07-01,sh.600188,2025-07-01 20:14:00.343267
-4.496139,0.010445952,0.010445952,2025-06-24,2025-07-01,sh.600196,2025-07-01 20:14:00.343267
-3.8582532,0.021276593,0.021276593,2025-06-24,2025-07-01,sh.600219,2025-07-01 20:14:00.343267
-3.9604518,0.005460143,0.005460143,2025-06-24,2025-07-01,sh.600233,2025-07-01 20:14:00.343267
-3.9047372,-0.0049856305,-0.0049856305,2025-06-24,2025-07-01,sh.600276,2025-07-01 20:14:00.343267
-3.9805286,0.014838457,0.014838457,2025-06-24,2025-07-01,sh.600309,2025-07-01 20:14:00.343267
-4.114466,0.012269974,0.012269974,2025-06-24,2025-07-01,sh.600332,2025-07-01 20:14:00.343267
-3.9828455,0.0028070211,0.0028070211,2025-06-24,2025-07-01,sh.600346,2025-07-01 20:14:00.343267
-4.0502925,0.06341243,0.06341243,2025-06-24,2025-07-01,sh.600362,2025-07-01 20:14:00.343267
-4.013149,0.056768537,0.056768537,2025-06-24,2025-07-01,sh.600372,2025-07-01 20:14:00.343267
-4.0738463,-0.027901113,-0.027901113,2025-06-24,2025-07-01,sh.600377,2025-07-01 20:14:00.343267
-3.9391935,0.010270238,0.010270238,2025-06-24,2025-07-01,sh.600406,2025-07-01 20:14:00.343267
-4.2157855,-0.012077332,-0.012077332,2025-06-24,2025-07-01,sh.600415,2025-07-01 20:14:00.343267
-4.086894,0.004293084,0.004293084,2025-06-24,2025-07-01,sh.600426,2025-07-01 20:14:00.343267
-3.8492486,-0.0018457174,-0.0018457174,2025-06-24,2025-07-01,sh.600436,2025-07-01 20:14:00.343267
-3.7094038,0.06395352,0.06395352,2025-06-24,2025-07-01,sh.600438,2025-07-01 20:14:00.343267
-4.1281915,0.011451483,0.011451483,2025-06-24,2025-07-01,sh.600460,2025-07-01 20:14:00.343267
-3.9886215,0.023378968,0.023378968,2025-06-24,2025-07-01,sh.600482,2025-07-01 20:14:00.343267
-3.8984208,0.044649243,0.044649243,2025-06-24,2025-07-01,sh.600489,2025-07-01 20:14:00.343267
-4.0056677,0.05044508,0.05044508,2025-06-24,2025-07-01,sh.600515,2025-07-01 20:14:00.343267
-4.01737,-0.00040751696,-0.00040751696,2025-06-24,2025-07-01,sh.600519,2025-07-01 20:14:00.343267
-3.9214375,0.021725178,0.021725178,2025-06-24,2025-07-01,sh.600547,2025-07-01 20:14:00.343267
-4.013897,0.10501826,0.10501826,2025-06-24,2025-07-01,sh.600570,2025-07-01 20:14:00.343267
-3.951021,0.024316192,0.024316192,2025-06-24,2025-07-01,sh.600584,2025-07-01 20:14:00.343267
-3.8566086,0.009618759,0.009618759,2025-06-24,2025-07-01,sh.600585,2025-07-01 20:14:00.343267
-3.557562,0.04665625,0.04665625,2025-06-24,2025-07-01,sh.600588,2025-07-01 20:14:00.343267
-3.853,0.008242726,0.008242726,2025-06-24,2025-07-01,sh.600600,2025-07-01 20:14:00.343267
-3.683457,-0.009918332,-0.009918332,2025-06-24,2025-07-01,sh.600660,2025-07-01 20:14:00.343267
-3.7618952,0.0075330734,0.0075330734,2025-06-24,2025-07-01,sh.600674,2025-07-01 20:14:00.343267
-3.7438414,0.0032362938,0.0032362938,2025-06-24,2025-07-01,sh.600690,2025-07-01 20:14:00.343267
-3.6788247,-0.027533054,-0.027533054,2025-06-24,2025-07-01,sh.600741,2025-07-01 20:14:00.343267
-3.9787467,0.10850668,0.10850668,2025-06-24,2025-07-01,sh.600760,2025-07-01 20:14:00.343267
-3.5986373,0.034042478,0.034042478,2025-06-24,2025-07-01,sh.600795,2025-07-01 20:14:00.343267
-3.9208815,0.004246354,0.004246354,2025-06-24,2025-07-01,sh.600803,2025-07-01 20:14:00.343267
-3.8885884,-0.018897355,-0.018897355,2025-06-24,2025-07-01,sh.600809,2025-07-01 20:14:00.343267
-3.8760428,0.0132933855,0.0132933855,2025-06-24,2025-07-01,sh.600845,2025-07-01 20:14:00.343267
-3.7787833,0.0072419643,0.0072419643,2025-06-24,2025-07-01,sh.600875,2025-07-01 20:14:00.343267
-3.7228863,0.0047619343,0.0047619343,2025-06-24,2025-07-01,sh.600886,2025-07-01 20:14:00.343267
-3.2499359,0.0068666935,0.0068666935,2025-06-24,2025-07-01,sh.600887,2025-07-01 20:14:00.343267
-3.8561397,0.09604943,0.09604943,2025-06-24,2025-07-01,sh.600893,2025-07-01 20:14:00.343267
-3.9015412,-0.012426436,-0.012426436,2025-06-24,2025-07-01,sh.600900,2025-07-01 20:14:00.343267
-4.0634255,0.0008382797,0.0008382797,2025-06-24,2025-07-01,sh.600919,2025-07-01 20:14:00.343267
-4.103842,-0.020396352,-0.020396352,2025-06-24,2025-07-01,sh.600926,2025-07-01 20:14:00.343267
-3.9215205,0.015480995,0.015480995,2025-06-24,2025-07-01,sh.600958,2025-07-01 20:14:00.343267
-4.0028524,-0.011022687,-0.011022687,2025-06-24,2025-07-01,sh.600989,2025-07-01 20:14:00.343267
-3.9466512,0.027469277,0.027469277,2025-06-24,2025-07-01,sh.600999,2025-07-01 20:14:00.343267
-3.9161413,-0.009009004,-0.009009004,2025-06-24,2025-07-01,sh.601006,2025-07-01 20:14:00.343267
-4.1909776,-0.007685721,-0.007685721,2025-06-24,2025-07-01,sh.601009,2025-07-01 20:14:00.343267
-4.1292996,0.028945565,0.028945565,2025-06-24,2025-07-01,sh.601012,2025-07-01 20:14:00.343267
-3.9104447,-0.005554557,-0.005554557,2025-06-24,2025-07-01,sh.601021,2025-07-01 20:14:00.343267
-4.016722,0.06219709,0.06219709,2025-06-24,2025-07-01,sh.601058,2025-07-01 20:14:00.343267
-3.9801443,0.010088325,0.010088325,2025-06-24,2025-07-01,sh.601066,2025-07-01 20:14:00.343267
-3.9429615,0.017565846,0.017565846,2025-06-24,2025-07-01,sh.601088,2025-07-01 20:14:00.343267
-3.9112136,0.051949263,0.051949263,2025-06-24,2025-07-01,sh.601100,2025-07-01 20:14:00.343267
-3.9801338,0.011538386,0.011538386,2025-06-24,2025-07-01,sh.601111,2025-07-01 20:14:00.343267
-3.8486354,-0.012870014,-0.012870014,2025-06-24,2025-07-01,sh.601117,2025-07-01 20:14:00.343267
-3.5984285,0.012867689,0.012867689,2025-06-24,2025-07-01,sh.601127,2025-07-01 20:14:00.343267
-3.963751,0.04780686,0.04780686,2025-06-24,2025-07-01,sh.601138,2025-07-01 20:14:00.343267
-4.0123067,-0.013417244,-0.013417244,2025-06-24,2025-07-01,sh.601166,2025-07-01 20:14:00.343267
-4.0330324,-0.011560619,-0.011560619,2025-06-24,2025-07-01,sh.601169,2025-07-01 20:14:00.343267
-3.8932335,0.003754735,0.003754735,2025-06-24,2025-07-01,sh.601186,2025-07-01 20:14:00.343267
-3.8979087,0.032795668,0.032795668,2025-06-24,2025-07-01,sh.601211,2025-07-01 20:14:00.343267
-4.0404143,-0.018905997,-0.018905997,2025-06-24,2025-07-01,sh.601225,2025-07-01 20:14:00.343267
-3.9170492,-0.018433273,-0.018433273,2025-06-24,2025-07-01,sh.601229,2025-07-01 20:14:00.343267
-3.954429,4.053116e-06,4.053116e-06,2025-06-24,2025-07-01,sh.601238,2025-07-01 20:14:00.343267
-4.015272,-0.011744916,-0.011744916,2025-06-24,2025-07-01,sh.601288,2025-07-01 20:14:00.343267
-4.084,0.008428454,0.008428454,2025-06-24,2025-07-01,sh.601318,2025-07-01 20:14:00.343267
-3.9609592,-0.03222221,-0.03222221,2025-06-24,2025-07-01,sh.601319,2025-07-01 20:14:00.343267
-4.048867,-0.018314958,-0.018314958,2025-06-24,2025-07-01,sh.601328,2025-07-01 20:14:00.343267
-3.9229276,-0.00034230947,-0.00034230947,2025-06-24,2025-07-01,sh.601336,2025-07-01 20:14:00.343267
-3.9165843,0.021021008,0.021021008,2025-06-24,2025-07-01,sh.601360,2025-07-01 20:14:00.343267
-3.9899695,0.016393423,0.016393423,2025-06-24,2025-07-01,sh.601377,2025-07-01 20:14:00.343267
-3.923744,0.005376339,0.005376339,2025-06-24,2025-07-01,sh.601390,2025-07-01 20:14:00.343267
-4.0127616,-0.005242467,-0.005242467,2025-06-24,2025-07-01,sh.601398,2025-07-01 20:14:00.343267
-3.9290826,0.015850186,0.015850186,2025-06-24,2025-07-01,sh.601600,2025-07-01 20:14:00.343267
-4.010101,0.021514177,0.021514177,2025-06-24,2025-07-01,sh.601601,2025-07-01 20:14:00.343267
-4.2115016,0.0153234005,0.0153234005,2025-06-24,2025-07-01,sh.601607,2025-07-01 20:14:00.343267
-3.9387891,0.013559341,0.013559341,2025-06-24,2025-07-01,sh.601618,2025-07-01 20:14:00.343267
-3.9640229,-0.005066335,-0.005066335,2025-06-24,2025-07-01,sh.601628,2025-07-01 20:14:00.343267
-4.093512,0.006086111,0.006086111,2025-06-24,2025-07-01,sh.601633,2025-07-01 20:14:00.343267
-3.9351118,-0.0017241836,-0.0017241836,2025-06-24,2025-07-01,sh.601668,2025-07-01 20:14:00.343267
-3.8803444,0.0020576715,0.0020576715,2025-06-24,2025-07-01,sh.601669,2025-07-01 20:14:00.343267
-3.9061143,0.024698377,0.024698377,2025-06-24,2025-07-01,sh.601688,2025-07-01 20:14:00.343267
-4.1484857,-0.002123177,-0.002123177,2025-06-24,2025-07-01,sh.601689,2025-07-01 20:14:00.343267
-3.848352,0.006692052,0.006692052,2025-06-24,2025-07-01,sh.601699,2025-07-01 20:14:00.343267
-3.9521077,0.0014224052,0.0014224052,2025-06-24,2025-07-01,sh.601766,2025-07-01 20:14:00.343267
-4.042849,0.010112405,0.010112405,2025-06-24,2025-07-01,sh.601788,2025-07-01 20:14:00.343267
-4.0572357,0.0013618469,0.0013618469,2025-06-24,2025-07-01,sh.601799,2025-07-01 20:14:00.343267
-3.8949387,-0.019079685,-0.019079685,2025-06-24,2025-07-01,sh.601800,2025-07-01 20:14:00.343267
-3.9143379,-0.005805433,-0.005805433,2025-06-24,2025-07-01,sh.601808,2025-07-01 20:14:00.343267
-4.0004354,-0.021176457,-0.021176457,2025-06-24,2025-07-01,sh.601818,2025-07-01 20:14:00.343267
-4.097901,-0.006426096,-0.006426096,2025-06-24,2025-07-01,sh.601838,2025-07-01 20:14:00.343267
-3.998206,-0.01722157,-0.01722157,2025-06-24,2025-07-01,sh.601857,2025-07-01 20:14:00.343267
-4.108935,0.069230795,0.069230795,2025-06-24,2025-07-01,sh.601865,2025-07-01 20:14:00.343267
-3.9139593,0.00967741,0.00967741,2025-06-24,2025-07-01,sh.601872,2025-07-01 20:14:00.343267
-3.2727425,0.007975221,0.007975221,2025-06-24,2025-07-01,sh.601877,2025-07-01 20:14:00.343267
-3.9850338,0.017707348,0.017707348,2025-06-24,2025-07-01,sh.601878,2025-07-01 20:14:00.343267
-3.9350631,0.008818269,0.008818269,2025-06-24,2025-07-01,sh.601881,2025-07-01 20:14:00.343267
-3.8960838,0.001314044,0.001314044,2025-06-24,2025-07-01,sh.601888,2025-07-01 20:14:00.343267
-3.9828718,-0.01713258,-0.01713258,2025-06-24,2025-07-01,sh.601898,2025-07-01 20:14:00.343267
-4.0586424,0.06202793,0.06202793,2025-06-24,2025-07-01,sh.601899,2025-07-01 20:14:00.343267
-3.9886444,0.011479497,0.011479497,2025-06-24,2025-07-01,sh.601901,2025-07-01 20:14:00.343267
-4.2412333,-0.0046170354,-0.0046170354,2025-06-24,2025-07-01,sh.601919,2025-07-01 20:14:00.343267
-4.017782,-0.0010548234,-0.0010548234,2025-06-24,2025-07-01,sh.601939,2025-07-01 20:14:00.343267
-3.949598,-0.0053361654,-0.0053361654,2025-06-24,2025-07-01,sh.601985,2025-07-01 20:14:00.343267
-4.023514,-0.015761793,-0.015761793,2025-06-24,2025-07-01,sh.601988,2025-07-01 20:14:00.343267
-3.923776,0.044843078,0.044843078,2025-06-24,2025-07-01,sh.601989,2025-07-01 20:14:00.343267
-4.0198846,-0.009313107,-0.009313107,2025-06-24,2025-07-01,sh.601998,2025-07-01 20:14:00.343267
-4.2847733,0.032695055,0.032695055,2025-06-24,2025-07-01,sh.603019,2025-07-01 20:14:00.343267
-4.2287927,0.033961654,0.033961654,2025-06-24,2025-07-01,sh.603259,2025-07-01 20:14:00.343267
-3.4799001,0.037356377,0.037356377,2025-06-24,2025-07-01,sh.603260,2025-07-01 20:14:00.343267
-3.9313176,-0.001282692,-0.001282692,2025-06-24,2025-07-01,sh.603288,2025-07-01 20:14:00.343267
-3.7930532,-0.004621327,-0.004621327,2025-06-24,2025-07-01,sh.603369,2025-07-01 20:14:00.343267
-4.210112,0.011488795,0.011488795,2025-06-24,2025-07-01,sh.603501,2025-07-01 20:14:00.343267
-4.131349,-0.017497301,-0.017497301,2025-06-24,2025-07-01,sh.603799,2025-07-01 20:14:00.343267
-3.714574,0.01258862,0.01258862,2025-06-24,2025-07-01,sh.603806,2025-07-01 20:14:00.343267
-3.8079536,0.014231682,0.014231682,2025-06-24,2025-07-01,sh.603833,2025-07-01 20:14:00.343267
-4.250444,0.016867042,0.016867042,2025-06-24,2025-07-01,sh.603986,2025-07-01 20:14:00.343267
-3.91946,0.11402047,0.11402047,2025-06-24,2025-07-01,sh.603993,2025-07-01 20:14:00.343267
-3.313296,0.010896921,0.010896921,2025-06-24,2025-07-01,sz.000001,2025-07-01 20:14:00.343267
-4.4689527,0.011023641,0.011023641,2025-06-24,2025-07-01,sz.000002,2025-07-01 20:14:00.343267
-4.0951276,0.02143085,0.02143085,2025-06-24,2025-07-01,sz.000063,2025-07-01 20:14:00.343267
-3.9965966,0.002314806,0.002314806,2025-06-24,2025-07-01,sz.000100,2025-07-01 20:14:00.343267
-3.8239758,0.005563259,0.005563259,2025-06-24,2025-07-01,sz.000157,2025-07-01 20:14:00.343267
-3.9027257,0.020283937,0.020283937,2025-06-24,2025-07-01,sz.000166,2025-07-01 20:14:00.343267
-3.6491039,-0.0012004972,-0.0012004972,2025-06-24,2025-07-01,sz.000301,2025-07-01 20:14:00.343267
-3.741977,-0.007142842,-0.007142842,2025-06-24,2025-07-01,sz.000333,2025-07-01 20:14:00.343267
-4.0784254,-0.013461471,-0.013461471,2025-06-24,2025-07-01,sz.000338,2025-07-01 20:14:00.343267
-3.6231844,0.009940863,0.009940863,2025-06-24,2025-07-01,sz.000408,2025-07-01 20:14:00.343267
-3.8786123,0.0025806427,0.0025806427,2025-06-24,2025-07-01,sz.000425,2025-07-01 20:14:00.343267
-3.8654337,0.0070397854,0.0070397854,2025-06-24,2025-07-01,sz.000538,2025-07-01 20:14:00.343267
-4.4734216,-0.010680199,-0.010680199,2025-06-24,2025-07-01,sz.000568,2025-07-01 20:14:00.343267
-3.9377725,-0.003973305,-0.003973305,2025-06-24,2025-07-01,sz.000596,2025-07-01 20:14:00.343267
-4.0049353,0.0055019855,0.0055019855,2025-06-24,2025-07-01,sz.000617,2025-07-01 20:14:00.343267
-4.115234,0.012688398,0.012688398,2025-06-24,2025-07-01,sz.000625,2025-07-01 20:14:00.343267
-3.550542,0.047021866,0.047021866,2025-06-24,2025-07-01,sz.000630,2025-07-01 20:14:00.343267
-3.9089003,0.0033407211,0.0033407211,2025-06-24,2025-07-01,sz.000651,2025-07-01 20:14:00.343267
-3.3742442,0.00020110607,0.00020110607,2025-06-24,2025-07-01,sz.000661,2025-07-01 20:14:00.343267
-3.9230149,0.025261402,0.025261402,2025-06-24,2025-07-01,sz.000708,2025-07-01 20:14:00.343267
