score,y,profit,time,target,code,predcit_time
-3.8847635,0.04428041,0.04428041,2025-06-27,2025-07-04,sh.600000,2025-07-04 20:13:35.347631
-4.1907883,-0.00283283,-0.00283283,2025-06-27,2025-07-04,sh.600009,2025-07-04 20:13:35.347631
-3.8721251,0.028248668,0.028248668,2025-06-27,2025-07-04,sh.600010,2025-07-04 20:13:35.347631
-3.9071462,0.046875,0.046875,2025-06-27,2025-07-04,sh.600011,2025-07-04 20:13:35.347631
-3.9735925,0.03152585,0.03152585,2025-06-27,2025-07-04,sh.600015,2025-07-04 20:13:35.347631
-3.5683162,0.037656903,0.037656903,2025-06-27,2025-07-04,sh.600016,2025-07-04 20:13:35.347631
-3.8183906,0.006956458,0.006956458,2025-06-27,2025-07-04,sh.600018,2025-07-04 20:13:35.347631
-4.070196,0.065449,0.065449,2025-06-27,2025-07-04,sh.600019,2025-07-04 20:13:35.347631
-3.922734,0.032075524,0.032075524,2025-06-27,2025-07-04,sh.600023,2025-07-04 20:13:35.347631
-3.997145,-0.00415802,-0.00415802,2025-06-27,2025-07-04,sh.600025,2025-07-04 20:13:35.347631
-4.004046,0.0,0.0,2025-06-27,2025-07-04,sh.600026,2025-07-04 20:13:35.347631
-3.8353245,0.025735259,0.025735259,2025-06-27,2025-07-04,sh.600027,2025-07-04 20:13:35.347631
-3.9349678,0.0,0.0,2025-06-27,2025-07-04,sh.600028,2025-07-04 20:13:35.347631
-3.9817235,-0.02203387,-0.02203387,2025-06-27,2025-07-04,sh.600029,2025-07-04 20:13:35.347631
-3.8883336,0.0007251501,0.0007251501,2025-06-27,2025-07-04,sh.600030,2025-07-04 20:13:35.347631
-3.907966,0.012827635,0.012827635,2025-06-27,2025-07-04,sh.600031,2025-07-04 20:13:35.347631
-3.8446567,0.008221507,0.008221507,2025-06-27,2025-07-04,sh.600036,2025-07-04 20:13:35.347631
-4.0851936,-0.056224883,-0.056224883,2025-06-27,2025-07-04,sh.600039,2025-07-04 20:13:35.347631
-3.6709569,0.0062111616,0.0062111616,2025-06-27,2025-07-04,sh.600048,2025-07-04 20:13:35.347631
-3.9810464,0.015151262,0.015151262,2025-06-27,2025-07-04,sh.600050,2025-07-04 20:13:35.347631
-3.698424,-0.009271562,-0.009271562,2025-06-27,2025-07-04,sh.600061,2025-07-04 20:13:35.347631
-4.0675054,0.067196846,0.067196846,2025-06-27,2025-07-04,sh.600066,2025-07-04 20:13:35.347631
-4.2641463,-0.010252297,-0.010252297,2025-06-27,2025-07-04,sh.600085,2025-07-04 20:13:35.347631
-4.0889125,0.026936054,0.026936054,2025-06-27,2025-07-04,sh.600089,2025-07-04 20:13:35.347631
-3.9238884,0.016209483,0.016209483,2025-06-27,2025-07-04,sh.600104,2025-07-04 20:13:35.347631
-4.1170406,0.006967187,0.006967187,2025-06-27,2025-07-04,sh.600111,2025-07-04 20:13:35.347631
-3.9687512,-0.051219523,-0.051219523,2025-06-27,2025-07-04,sh.600115,2025-07-04 20:13:35.347631
-3.8161573,0.04651165,0.04651165,2025-06-27,2025-07-04,sh.600150,2025-07-04 20:13:35.347631
-3.6564116,0.02897501,0.02897501,2025-06-27,2025-07-04,sh.600160,2025-07-04 20:13:35.347631
-4.029844,0.011470318,0.011470318,2025-06-27,2025-07-04,sh.600161,2025-07-04 20:13:35.347631
-3.90651,0.06684494,0.06684494,2025-06-27,2025-07-04,sh.600176,2025-07-04 20:13:35.347631
-4.18459,-0.01890552,-0.01890552,2025-06-27,2025-07-04,sh.600183,2025-07-04 20:13:35.347631
-4.163301,0.010682106,0.010682106,2025-06-27,2025-07-04,sh.600188,2025-07-04 20:13:35.347631
-4.554652,0.029102683,0.029102683,2025-06-27,2025-07-04,sh.600196,2025-07-04 20:13:35.347631
-3.9228776,0.023316145,0.023316145,2025-06-27,2025-07-04,sh.600219,2025-07-04 20:13:35.347631
-4.0286274,-0.016129076,-0.016129076,2025-06-27,2025-07-04,sh.600233,2025-07-04 20:13:35.347631
-4.2098413,0.012704611,0.012704611,2025-06-27,2025-07-04,sh.600276,2025-07-04 20:13:35.347631
-3.977894,0.022101521,0.022101521,2025-06-27,2025-07-04,sh.600309,2025-07-04 20:13:35.347631
-4.0407567,0.0072215796,0.0072215796,2025-06-27,2025-07-04,sh.600332,2025-07-04 20:13:35.347631
-3.9110365,0.007007718,0.007007718,2025-06-27,2025-07-04,sh.600346,2025-07-04 20:13:35.347631
-4.095573,0.0038183928,0.0038183928,2025-06-27,2025-07-04,sh.600362,2025-07-04 20:13:35.347631
-4.022766,0.011864424,0.011864424,2025-06-27,2025-07-04,sh.600372,2025-07-04 20:13:35.347631
-4.109595,-0.0110318065,-0.0110318065,2025-06-27,2025-07-04,sh.600377,2025-07-04 20:13:35.347631
-3.838625,0.010124445,0.010124445,2025-06-27,2025-07-04,sh.600406,2025-07-04 20:13:35.347631
-4.936484,-0.046476007,-0.046476007,2025-06-27,2025-07-04,sh.600415,2025-07-04 20:13:35.347631
-4.2070155,0.02895832,0.02895832,2025-06-27,2025-07-04,sh.600426,2025-07-04 20:13:35.347631
-3.7416675,-0.0063847303,-0.0063847303,2025-06-27,2025-07-04,sh.600436,2025-07-04 20:13:35.347631
-3.995714,0.18146956,0.18146956,2025-06-27,2025-07-04,sh.600438,2025-07-04 20:13:35.347631
-4.0931044,0.0008097887,0.0008097887,2025-06-27,2025-07-04,sh.600460,2025-07-04 20:13:35.347631
-3.976734,0.023820043,0.023820043,2025-06-27,2025-07-04,sh.600482,2025-07-04 20:13:35.347631
-3.8291166,0.016306639,0.016306639,2025-06-27,2025-07-04,sh.600489,2025-07-04 20:13:35.347631
-3.964598,0.020115018,0.020115018,2025-06-27,2025-07-04,sh.600515,2025-07-04 20:13:35.347631
-3.936899,0.008987308,0.008987308,2025-06-27,2025-07-04,sh.600519,2025-07-04 20:13:35.347631
-3.7459934,0.031771064,0.031771064,2025-06-27,2025-07-04,sh.600547,2025-07-04 20:13:35.347631
-3.9570415,-0.047746062,-0.047746062,2025-06-27,2025-07-04,sh.600570,2025-07-04 20:13:35.347631
-4.0441346,-0.0029761791,-0.0029761791,2025-06-27,2025-07-04,sh.600584,2025-07-04 20:13:35.347631
-3.7750695,0.07360816,0.07360816,2025-06-27,2025-07-04,sh.600585,2025-07-04 20:13:35.347631
-3.4842484,-0.010686994,-0.010686994,2025-06-27,2025-07-04,sh.600588,2025-07-04 20:13:35.347631
-3.8747168,0.019500852,0.019500852,2025-06-27,2025-07-04,sh.600600,2025-07-04 20:13:35.347631
-4.114593,-0.0020920038,-0.0020920038,2025-06-27,2025-07-04,sh.600660,2025-07-04 20:13:35.347631
