score,y,profit,time,target,code,predcit_time
-3.9209068,0.031796455,0.031796455,2025-06-16,2025-06-23,sh.600000,2025-06-25 11:22:57.591625
-3.9124558,0.061403513,0.061403513,2025-06-17,2025-06-24,sh.600000,2025-06-25 11:22:57.591625
-4.1807594,-0.020050108,-0.020050108,2025-06-16,2025-06-23,sh.600009,2025-06-25 11:22:57.591625
-4.1821523,-0.009436965,-0.009436965,2025-06-17,2025-06-24,sh.600009,2025-06-25 11:22:57.591625
-3.9074433,-0.049450576,-0.049450576,2025-06-16,2025-06-23,sh.600010,2025-06-25 11:22:57.591625
-3.9189165,-0.033149183,-0.033149183,2025-06-17,2025-06-24,sh.600010,2025-06-25 11:22:57.591625
-4.05623,0.008196712,0.008196712,2025-06-16,2025-06-23,sh.600011,2025-06-25 11:22:57.591625
-4.0722075,-0.03221476,-0.03221476,2025-06-17,2025-06-24,sh.600011,2025-06-25 11:22:57.591625
-3.969619,0.027918816,0.027918816,2025-06-16,2025-06-23,sh.600015,2025-06-25 11:22:57.591625
-3.9220922,0.0491184,0.0491184,2025-06-17,2025-06-24,sh.600015,2025-06-25 11:22:57.591625
-3.9253967,-0.0041666627,-0.0041666627,2025-06-16,2025-06-23,sh.600016,2025-06-25 11:22:57.591625
-3.7300394,0.016949177,0.016949177,2025-06-17,2025-06-24,sh.600016,2025-06-25 11:22:57.591625
-3.947902,0.008650541,0.008650541,2025-06-16,2025-06-23,sh.600018,2025-06-25 11:22:57.591625
-3.9865987,0.017241359,0.017241359,2025-06-17,2025-06-24,sh.600018,2025-06-25 11:22:57.591625
-4.051681,-0.012048185,-0.012048185,2025-06-16,2025-06-23,sh.600019,2025-06-25 11:22:57.591625
-4.040285,-0.02409643,-0.02409643,2025-06-17,2025-06-24,sh.600019,2025-06-25 11:22:57.591625
-3.9268854,-0.009363234,-0.009363234,2025-06-16,2025-06-23,sh.600023,2025-06-25 11:22:57.591625
-3.9200456,-0.01855284,-0.01855284,2025-06-17,2025-06-24,sh.600023,2025-06-25 11:22:57.591625
-3.9940164,0.031881332,0.031881332,2025-06-16,2025-06-23,sh.600025,2025-06-25 11:22:57.591625
-3.978543,0.0069611073,0.0069611073,2025-06-17,2025-06-24,sh.600025,2025-06-25 11:22:57.591625
-4.0797668,0.06382978,0.06382978,2025-06-16,2025-06-23,sh.600026,2025-06-25 11:22:57.591625
-4.067731,-0.036771297,-0.036771297,2025-06-17,2025-06-24,sh.600026,2025-06-25 11:22:57.591625
-3.8219328,-0.035958886,-0.035958886,2025-06-16,2025-06-23,sh.600027,2025-06-25 11:22:57.591625
-3.8058584,-0.06867671,-0.06867671,2025-06-17,2025-06-24,sh.600027,2025-06-25 11:22:57.591625
-3.9872053,0.006727338,0.006727338,2025-06-16,2025-06-23,sh.600028,2025-06-25 11:22:57.591625
-3.932103,-0.02749163,-0.02749163,2025-06-17,2025-06-24,sh.600028,2025-06-25 11:22:57.591625
-3.9977262,-0.010362685,-0.010362685,2025-06-16,2025-06-23,sh.600029,2025-06-25 11:22:57.591625
-3.9852612,0.0034364462,0.0034364462,2025-06-17,2025-06-24,sh.600029,2025-06-25 11:22:57.591625
-4.046023,-0.03373307,-0.03373307,2025-06-16,2025-06-23,sh.600030,2025-06-25 11:22:57.591625
-4.034372,-0.015730381,-0.015730381,2025-06-17,2025-06-24,sh.600030,2025-06-25 11:22:57.591625
-3.8595567,-0.023020744,-0.023020744,2025-06-16,2025-06-23,sh.600031,2025-06-25 11:22:57.591625
-3.8974555,-0.018857539,-0.018857539,2025-06-17,2025-06-24,sh.600031,2025-06-25 11:22:57.591625
-3.9365833,0.002621293,0.002621293,2025-06-16,2025-06-23,sh.600036,2025-06-25 11:22:57.591625
-3.939419,0.0071771145,0.0071771145,2025-06-17,2025-06-24,sh.600036,2025-06-25 11:22:57.591625
-4.0309343,0.009278417,0.009278417,2025-06-16,2025-06-23,sh.600039,2025-06-25 11:22:57.591625
-4.0356402,0.01642716,0.01642716,2025-06-17,2025-06-24,sh.600039,2025-06-25 11:22:57.591625
-4.143102,-0.0497573,-0.0497573,2025-06-16,2025-06-23,sh.600048,2025-06-25 11:22:57.591625
-3.8505213,-0.027093649,-0.027093649,2025-06-17,2025-06-24,sh.600048,2025-06-25 11:22:57.591625
-3.9775064,-0.0075901747,-0.0075901747,2025-06-16,2025-06-23,sh.600050,2025-06-25 11:22:57.591625
-3.985183,-0.0056497455,-0.0056497455,2025-06-17,2025-06-24,sh.600050,2025-06-25 11:22:57.591625
-3.8058555,-0.026063144,-0.026063144,2025-06-16,2025-06-23,sh.600061,2025-06-25 11:22:57.591625
-3.8271186,-0.02439028,-0.02439028,2025-06-17,2025-06-24,sh.600061,2025-06-25 11:22:57.591625
-3.840118,0.00040841103,0.00040841103,2025-06-16,2025-06-23,sh.600066,2025-06-25 11:22:57.591625
-3.758806,0.030603766,0.030603766,2025-06-17,2025-06-24,sh.600066,2025-06-25 11:22:57.591625
-4.174705,-0.013755202,-0.013755202,2025-06-16,2025-06-23,sh.600085,2025-06-25 11:22:57.591625
-4.1945186,0.0,0.0,2025-06-17,2025-06-24,sh.600085,2025-06-25 11:22:57.591625
-3.8017104,-0.018884063,-0.018884063,2025-06-16,2025-06-23,sh.600089,2025-06-25 11:22:57.591625
-3.783435,-0.014530003,-0.014530003,2025-06-17,2025-06-24,sh.600089,2025-06-25 11:22:57.591625
-3.8671858,-0.028177857,-0.028177857,2025-06-16,2025-06-23,sh.600104,2025-06-25 11:22:57.591625
-3.8810503,-0.018158972,-0.018158972,2025-06-17,2025-06-24,sh.600104,2025-06-25 11:22:57.591625
-3.3853886,-0.062441885,-0.062441885,2025-06-16,2025-06-23,sh.600111,2025-06-25 11:22:57.591625
-3.3545241,-0.041703165,-0.041703165,2025-06-17,2025-06-24,sh.600111,2025-06-25 11:22:57.591625
-3.9821365,-0.017543793,-0.017543793,2025-06-16,2025-06-23,sh.600115,2025-06-25 11:22:57.591625
-3.9779513,-0.012407005,-0.012407005,2025-06-17,2025-06-24,sh.600115,2025-06-25 11:22:57.591625
-3.7691734,-0.0009396076,-0.0009396076,2025-06-16,2025-06-23,sh.600150,2025-06-25 11:22:57.591625
-3.8000667,-0.0009044409,-0.0009044409,2025-06-17,2025-06-24,sh.600150,2025-06-25 11:22:57.591625
-3.9440625,-0.01766783,-0.01766783,2025-06-16,2025-06-23,sh.600160,2025-06-25 11:22:57.591625
-3.890642,-0.040492952,-0.040492952,2025-06-17,2025-06-24,sh.600160,2025-06-25 11:22:57.591625
-4.1298275,-0.009316742,-0.009316742,2025-06-16,2025-06-23,sh.600161,2025-06-25 11:22:57.591625
-4.1454043,-0.00826925,-0.00826925,2025-06-17,2025-06-24,sh.600161,2025-06-25 11:22:57.591625
-4.0333953,-0.0044923425,-0.0044923425,2025-06-16,2025-06-23,sh.600176,2025-06-25 11:22:57.591625
-3.960841,0.008115411,0.008115411,2025-06-17,2025-06-24,sh.600176,2025-06-25 11:22:57.591625
-3.9746592,0.002797246,0.002797246,2025-06-16,2025-06-23,sh.600183,2025-06-25 11:22:57.591625
-3.927365,0.034248948,0.034248948,2025-06-17,2025-06-24,sh.600183,2025-06-25 11:22:57.591625
