score,time,target,code,predcit_time
-3.8191707,2025-10-10,2025-10-17,sh.600000,2025-10-10 20:12:47.376726
-3.962065,2025-10-10,2025-10-17,sh.600009,2025-10-10 20:12:47.376726
-4.1764765,2025-10-10,2025-10-17,sh.600010,2025-10-10 20:12:47.376726
-3.9646804,2025-10-10,2025-10-17,sh.600011,2025-10-10 20:12:47.376726
-3.880509,2025-10-10,2025-10-17,sh.600015,2025-10-10 20:12:47.376726
-3.5645616,2025-10-10,2025-10-17,sh.600016,2025-10-10 20:12:47.376726
-3.9373577,2025-10-10,2025-10-17,sh.600018,2025-10-10 20:12:47.376726
-4.0051847,2025-10-10,2025-10-17,sh.600019,2025-10-10 20:12:47.376726
-3.9948041,2025-10-10,2025-10-17,sh.600023,2025-10-10 20:12:47.376726
-4.052761,2025-10-10,2025-10-17,sh.600025,2025-10-10 20:12:47.376726
-4.2654543,2025-10-10,2025-10-17,sh.600026,2025-10-10 20:12:47.376726
-4.0185447,2025-10-10,2025-10-17,sh.600027,2025-10-10 20:12:47.376726
-3.9533784,2025-10-10,2025-10-17,sh.600028,2025-10-10 20:12:47.376726
-3.9527438,2025-10-10,2025-10-17,sh.600029,2025-10-10 20:12:47.376726
-3.82455,2025-10-10,2025-10-17,sh.600030,2025-10-10 20:12:47.376726
-3.7593045,2025-10-10,2025-10-17,sh.600031,2025-10-10 20:12:47.376726
-3.5873134,2025-10-10,2025-10-17,sh.600036,2025-10-10 20:12:47.376726
-4.1089473,2025-10-10,2025-10-17,sh.600039,2025-10-10 20:12:47.376726
-3.7235181,2025-10-10,2025-10-17,sh.600048,2025-10-10 20:12:47.376726
-3.947642,2025-10-10,2025-10-17,sh.600050,2025-10-10 20:12:47.376726
-3.9708693,2025-10-10,2025-10-17,sh.600061,2025-10-10 20:12:47.376726
-4.085219,2025-10-10,2025-10-17,sh.600066,2025-10-10 20:12:47.376726
-3.830583,2025-10-10,2025-10-17,sh.600085,2025-10-10 20:12:47.376726
-4.286453,2025-10-10,2025-10-17,sh.600089,2025-10-10 20:12:47.376726
-3.891849,2025-10-10,2025-10-17,sh.600104,2025-10-10 20:12:47.376726
-4.1334896,2025-10-10,2025-10-17,sh.600111,2025-10-10 20:12:47.376726
-3.968413,2025-10-10,2025-10-17,sh.600115,2025-10-10 20:12:47.376726
-3.9176986,2025-10-10,2025-10-17,sh.600150,2025-10-10 20:12:47.376726
-4.064359,2025-10-10,2025-10-17,sh.600160,2025-10-10 20:12:47.376726
-3.692989,2025-10-10,2025-10-17,sh.600161,2025-10-10 20:12:47.376726
-4.132958,2025-10-10,2025-10-17,sh.600176,2025-10-10 20:12:47.376726
-4.5747194,2025-10-10,2025-10-17,sh.600183,2025-10-10 20:12:47.376726
-4.169174,2025-10-10,2025-10-17,sh.600188,2025-10-10 20:12:47.376726
-3.9318368,2025-10-10,2025-10-17,sh.600196,2025-10-10 20:12:47.376726
-4.1895094,2025-10-10,2025-10-17,sh.600219,2025-10-10 20:12:47.376726
-3.9895942,2025-10-10,2025-10-17,sh.600233,2025-10-10 20:12:47.376726
-4.1291647,2025-10-10,2025-10-17,sh.600276,2025-10-10 20:12:47.376726
-4.0154033,2025-10-10,2025-10-17,sh.600309,2025-10-10 20:12:47.376726
-3.8420966,2025-10-10,2025-10-17,sh.600332,2025-10-10 20:12:47.376726
-4.020451,2025-10-10,2025-10-17,sh.600346,2025-10-10 20:12:47.376726
-4.306296,2025-10-10,2025-10-17,sh.600362,2025-10-10 20:12:47.376726
-3.95882,2025-10-10,2025-10-17,sh.600372,2025-10-10 20:12:47.376726
-3.9676402,2025-10-10,2025-10-17,sh.600377,2025-10-10 20:12:47.376726
-3.7454782,2025-10-10,2025-10-17,sh.600406,2025-10-10 20:12:47.376726
-4.0127373,2025-10-10,2025-10-17,sh.600415,2025-10-10 20:12:47.376726
-4.068458,2025-10-10,2025-10-17,sh.600426,2025-10-10 20:12:47.376726
-3.7438374,2025-10-10,2025-10-17,sh.600436,2025-10-10 20:12:47.376726
