score,y,profit,time,target,code,predcit_time
-4.068057,0.04331875,0.04331875,2025-06-26,2025-07-03,sh.600000,2025-07-03 20:14:23.864269
-4.2419243,-0.006610036,-0.006610036,2025-06-26,2025-07-03,sh.600009,2025-07-03 20:14:23.864269
-3.887523,0.028248668,0.028248668,2025-06-26,2025-07-03,sh.600010,2025-07-03 20:14:23.864269
-3.9447181,0.017881751,0.017881751,2025-06-26,2025-07-03,sh.600011,2025-07-03 20:14:23.864269
-4.0153136,0.04388857,0.04388857,2025-06-26,2025-07-03,sh.600015,2025-07-03 20:14:23.864269
-3.905339,0.014315009,0.014315009,2025-06-26,2025-07-03,sh.600016,2025-07-03 20:14:23.864269
-3.88566,0.0,0.0,2025-06-26,2025-07-03,sh.600018,2025-07-03 20:14:23.864269
-4.0702257,0.053435206,0.053435206,2025-06-26,2025-07-03,sh.600019,2025-07-03 20:14:23.864269
-3.9140732,0.01318264,0.01318264,2025-06-26,2025-07-03,sh.600023,2025-07-03 20:14:23.864269
-3.9502366,-0.024316132,-0.024316132,2025-06-26,2025-07-03,sh.600025,2025-07-03 20:14:23.864269
-4.0084567,0.003864646,0.003864646,2025-06-26,2025-07-03,sh.600026,2025-07-03 20:14:23.864269
-3.8083262,0.005415201,0.005415201,2025-06-26,2025-07-03,sh.600027,2025-07-03 20:14:23.864269
-3.9070435,-0.0017512441,-0.0017512441,2025-06-26,2025-07-03,sh.600028,2025-07-03 20:14:23.864269
-3.9835021,-0.016977966,-0.016977966,2025-06-26,2025-07-03,sh.600029,2025-07-03 20:14:23.864269
-3.9647381,-0.006528735,-0.006528735,2025-06-26,2025-07-03,sh.600030,2025-07-03 20:14:23.864269
-3.952439,0.016192079,0.016192079,2025-06-26,2025-07-03,sh.600031,2025-07-03 20:14:23.864269
-3.9773557,-0.020467818,-0.020467818,2025-06-26,2025-07-03,sh.600036,2025-07-03 20:14:23.864269
-4.1223254,-0.06951344,-0.06951344,2025-06-26,2025-07-03,sh.600039,2025-07-03 20:14:23.864269
-3.7348988,0.00621891,0.00621891,2025-06-26,2025-07-03,sh.600048,2025-07-03 20:14:23.864269
-3.9870532,0.009451628,0.009451628,2025-06-26,2025-07-03,sh.600050,2025-07-03 20:14:23.864269
-3.7852437,-0.017105281,-0.017105281,2025-06-26,2025-07-03,sh.600061,2025-07-03 20:14:23.864269
-3.95845,0.048810005,0.048810005,2025-06-26,2025-07-03,sh.600066,2025-07-03 20:14:23.864269
-4.227533,-0.00852865,-0.00852865,2025-06-26,2025-07-03,sh.600085,2025-07-03 20:14:23.864269
-3.9207137,0.042662144,0.042662144,2025-06-26,2025-07-03,sh.600089,2025-07-03 20:14:23.864269
-3.9085605,-0.0031152368,-0.0031152368,2025-06-26,2025-07-03,sh.600104,2025-07-03 20:14:23.864269
-4.0412107,0.012355804,0.012355804,2025-06-26,2025-07-03,sh.600111,2025-07-03 20:14:23.864269
-3.9783452,-0.03439802,-0.03439802,2025-06-26,2025-07-03,sh.600115,2025-07-03 20:14:23.864269
-3.728359,0.042284608,0.042284608,2025-06-26,2025-07-03,sh.600150,2025-07-03 20:14:23.864269
-3.7225783,0.05815661,0.05815661,2025-06-26,2025-07-03,sh.600160,2025-07-03 20:14:23.864269
-4.084378,-0.0036269426,-0.0036269426,2025-06-26,2025-07-03,sh.600161,2025-07-03 20:14:23.864269
-3.8688686,0.060606122,0.060606122,2025-06-26,2025-07-03,sh.600176,2025-07-03 20:14:23.864269
-4.083636,-0.027796626,-0.027796626,2025-06-26,2025-07-03,sh.600183,2025-07-03 20:14:23.864269
-4.207999,0.014802575,0.014802575,2025-06-26,2025-07-03,sh.600188,2025-07-03 20:14:23.864269
-4.549367,0.021906734,0.021906734,2025-06-26,2025-07-03,sh.600196,2025-07-03 20:14:23.864269
-3.856856,0.036939263,0.036939263,2025-06-26,2025-07-03,sh.600219,2025-07-03 20:14:23.864269
-3.9894235,-0.012383938,-0.012383938,2025-06-26,2025-07-03,sh.600233,2025-07-03 20:14:23.864269
-3.9885738,0.0034561157,0.0034561157,2025-06-26,2025-07-03,sh.600276,2025-07-03 20:14:23.864269
-3.9678414,0.019747972,0.019747972,2025-06-26,2025-07-03,sh.600309,2025-07-03 20:14:23.864269
-4.066703,0.0011385679,0.0011385679,2025-06-26,2025-07-03,sh.600332,2025-07-03 20:14:23.864269
-3.9202092,0.0028208494,0.0028208494,2025-06-26,2025-07-03,sh.600346,2025-07-03 20:14:23.864269
-4.051707,0.07564151,0.07564151,2025-06-26,2025-07-03,sh.600362,2025-07-03 20:14:23.864269
-4.00715,0.022279382,0.022279382,2025-06-26,2025-07-03,sh.600372,2025-07-03 20:14:23.864269
-4.09192,-0.012845218,-0.012845218,2025-06-26,2025-07-03,sh.600377,2025-07-03 20:14:23.864269
-3.8779867,-0.008520186,-0.008520186,2025-06-26,2025-07-03,sh.600406,2025-07-03 20:14:23.864269
-4.6201196,-0.14358026,-0.14358026,2025-06-26,2025-07-03,sh.600415,2025-07-03 20:14:23.864269
-4.173426,0.016822219,0.016822219,2025-06-26,2025-07-03,sh.600426,2025-07-03 20:14:23.864269
-3.7442896,-0.0095617175,-0.0095617175,2025-06-26,2025-07-03,sh.600436,2025-07-03 20:14:23.864269
-3.7192552,0.14869177,0.14869177,2025-06-26,2025-07-03,sh.600438,2025-07-03 20:14:23.864269
-4.07165,0.003652811,0.003652811,2025-06-26,2025-07-03,sh.600460,2025-07-03 20:14:23.864269
-3.9726164,0.01709032,0.01709032,2025-06-26,2025-07-03,sh.600482,2025-07-03 20:14:23.864269
-3.9576986,0.0013765097,0.0013765097,2025-06-26,2025-07-03,sh.600489,2025-07-03 20:14:23.864269
-3.987776,0.017241359,0.017241359,2025-06-26,2025-07-03,sh.600515,2025-07-03 20:14:23.864269
-4.1837463,0.013854265,0.013854265,2025-06-26,2025-07-03,sh.600519,2025-07-03 20:14:23.864269
-3.9869425,0.039437413,0.039437413,2025-06-26,2025-07-03,sh.600547,2025-07-03 20:14:23.864269
-3.9343421,-0.05919105,-0.05919105,2025-06-26,2025-07-03,sh.600570,2025-07-03 20:14:23.864269
-4.0165997,0.0112257,0.0112257,2025-06-26,2025-07-03,sh.600584,2025-07-03 20:14:23.864269
-3.7664514,0.034997582,0.034997582,2025-06-26,2025-07-03,sh.600585,2025-07-03 20:14:23.864269
-3.783098,-0.0144376755,-0.0144376755,2025-06-26,2025-07-03,sh.600588,2025-07-03 20:14:23.864269
-3.8992875,-0.013406396,-0.013406396,2025-06-26,2025-07-03,sh.600600,2025-07-03 20:14:23.864269
-3.7078807,0.0019304752,0.0019304752,2025-06-26,2025-07-03,sh.600660,2025-07-03 20:14:23.864269
-3.7880566,0.011180162,0.011180162,2025-06-26,2025-07-03,sh.600674,2025-07-03 20:14:23.864269
-3.7319329,0.03519416,0.03519416,2025-06-26,2025-07-03,sh.600690,2025-07-03 20:14:23.864269
-3.6726325,-0.003915012,-0.003915012,2025-06-26,2025-07-03,sh.600741,2025-07-03 20:14:23.864269
-3.9675233,0.052073598,0.052073598,2025-06-26,2025-07-03,sh.600760,2025-07-03 20:14:23.864269
-3.6085017,0.016293287,0.016293287,2025-06-26,2025-07-03,sh.600795,2025-07-03 20:14:23.864269
-3.8986218,0.035809755,0.035809755,2025-06-26,2025-07-03,sh.600803,2025-07-03 20:14:23.864269
-4.035576,-0.022543848,-0.022543848,2025-06-26,2025-07-03,sh.600809,2025-07-03 20:14:23.864269
-3.902859,-0.023384273,-0.023384273,2025-06-26,2025-07-03,sh.600845,2025-07-03 20:14:23.864269
-3.770954,0.023002386,0.023002386,2025-06-26,2025-07-03,sh.600875,2025-07-03 20:14:23.864269
-3.6965191,0.012153983,0.012153983,2025-06-26,2025-07-03,sh.600886,2025-07-03 20:14:23.864269
-3.3491552,-0.0067857504,-0.0067857504,2025-06-26,2025-07-03,sh.600887,2025-07-03 20:14:23.864269
-3.7720878,0.028516054,0.028516054,2025-06-26,2025-07-03,sh.600893,2025-07-03 20:14:23.864269
-3.890512,-0.027322412,-0.027322412,2025-06-26,2025-07-03,sh.600900,2025-07-03 20:14:23.864269
-4.061847,-0.013665557,-0.013665557,2025-06-26,2025-07-03,sh.600919,2025-07-03 20:14:23.864269
-4.125934,-0.026463926,-0.026463926,2025-06-26,2025-07-03,sh.600926,2025-07-03 20:14:23.864269
-3.9621408,-0.013305783,-0.013305783,2025-06-26,2025-07-03,sh.600958,2025-07-03 20:14:23.864269
-3.9700048,0.023096085,0.023096085,2025-06-26,2025-07-03,sh.600989,2025-07-03 20:14:23.864269
-3.9486735,-0.01806891,-0.01806891,2025-06-26,2025-07-03,sh.600999,2025-07-03 20:14:23.864269
-3.9179046,-0.009009004,-0.009009004,2025-06-26,2025-07-03,sh.601006,2025-07-03 20:14:23.864269
-4.1979403,-0.007481277,-0.007481277,2025-06-26,2025-07-03,sh.601009,2025-07-03 20:14:23.864269
-4.12347,0.07532835,0.07532835,2025-06-26,2025-07-03,sh.601012,2025-07-03 20:14:23.864269
-3.9252841,-0.014879882,-0.014879882,2025-06-26,2025-07-03,sh.601021,2025-07-03 20:14:23.864269
-4.0631776,0.06295395,0.06295395,2025-06-26,2025-07-03,sh.601058,2025-07-03 20:14:23.864269
-3.9762332,-0.006627977,-0.006627977,2025-06-26,2025-07-03,sh.601066,2025-07-03 20:14:23.864269
-3.9269888,0.041208744,0.041208744,2025-06-26,2025-07-03,sh.601088,2025-07-03 20:14:23.864269
-3.900762,-0.0031519532,-0.0031519532,2025-06-26,2025-07-03,sh.601100,2025-07-03 20:14:23.864269
-3.9963286,-0.026548743,-0.026548743,2025-06-26,2025-07-03,sh.601111,2025-07-03 20:14:23.864269
-3.881813,0.009138346,0.009138346,2025-06-26,2025-07-03,sh.601117,2025-07-03 20:14:23.864269
-3.6153562,-0.0027346015,-0.0027346015,2025-06-26,2025-07-03,sh.601127,2025-07-03 20:14:23.864269
-4.0672927,0.010456324,0.010456324,2025-06-26,2025-07-03,sh.601138,2025-07-03 20:14:23.864269
-3.9900706,-0.011579812,-0.011579812,2025-06-26,2025-07-03,sh.601166,2025-07-03 20:14:23.864269
-4.046744,0.0028449297,0.0028449297,2025-06-26,2025-07-03,sh.601169,2025-07-03 20:14:23.864269
-3.912916,0.006226778,0.006226778,2025-06-26,2025-07-03,sh.601186,2025-07-03 20:14:23.864269
-3.9610155,-0.012873352,-0.012873352,2025-06-26,2025-07-03,sh.601211,2025-07-03 20:14:23.864269
-4.009039,0.028316736,0.028316736,2025-06-26,2025-07-03,sh.601225,2025-07-03 20:14:23.864269
-3.9504573,0.010978937,0.010978937,2025-06-26,2025-07-03,sh.601229,2025-07-03 20:14:23.864269
-3.9771483,4.7683716e-07,4.7683716e-07,2025-06-26,2025-07-03,sh.601238,2025-07-03 20:14:23.864269
-4.020596,-0.014802575,-0.014802575,2025-06-26,2025-07-03,sh.601288,2025-07-03 20:14:23.864269
-4.060862,-0.00111866,-0.00111866,2025-06-26,2025-07-03,sh.601318,2025-07-03 20:14:23.864269
-3.9664237,-0.03444445,-0.03444445,2025-06-26,2025-07-03,sh.601319,2025-07-03 20:14:23.864269
-4.0847545,-0.024067402,-0.024067402,2025-06-26,2025-07-03,sh.601328,2025-07-03 20:14:23.864269
-3.9734275,-0.03232217,-0.03232217,2025-06-26,2025-07-03,sh.601336,2025-07-03 20:14:23.864269
-3.9519126,-0.014792979,-0.014792979,2025-06-26,2025-07-03,sh.601360,2025-07-03 20:14:23.864269
-4.0343738,-0.008012831,-0.008012831,2025-06-26,2025-07-03,sh.601377,2025-07-03 20:14:23.864269
-3.9409292,0.012455463,0.012455463,2025-06-26,2025-07-03,sh.601390,2025-07-03 20:14:23.864269
-4.0245194,-0.005181372,-0.005181372,2025-06-26,2025-07-03,sh.601398,2025-07-03 20:14:23.864269
-3.9275768,0.034433246,0.034433246,2025-06-26,2025-07-03,sh.601600,2025-07-03 20:14:23.864269
-4.0454926,-0.011424005,-0.011424005,2025-06-26,2025-07-03,sh.601601,2025-07-03 20:14:23.864269
-4.2641435,0.0067720413,0.0067720413,2025-06-26,2025-07-03,sh.601607,2025-07-03 20:14:23.864269
-3.9464958,0.02364862,0.02364862,2025-06-26,2025-07-03,sh.601618,2025-07-03 20:14:23.864269
-3.9889376,-0.025178194,-0.025178194,2025-06-26,2025-07-03,sh.601628,2025-07-03 20:14:23.864269
