score,y,profit,time,target,code,predcit_time
-3.868986,0.02568221,0.02568221,2025-06-12,2025-06-19,sh.600000,2025-06-19 20:41:08.072646
-4.1210933,-0.03046155,-0.03046155,2025-06-12,2025-06-19,sh.600009,2025-06-19 20:41:08.072646
-3.927694,-0.03804344,-0.03804344,2025-06-12,2025-06-19,sh.600010,2025-06-19 20:41:08.072646
-4.021442,0.033241034,0.033241034,2025-06-12,2025-06-19,sh.600011,2025-06-19 20:41:08.072646
-3.9808042,0.024234653,0.024234653,2025-06-12,2025-06-19,sh.600015,2025-06-19 20:41:08.072646
-3.9923608,-0.012500048,-0.012500048,2025-06-12,2025-06-19,sh.600016,2025-06-19 20:41:08.072646
-4.011545,0.008680582,0.008680582,2025-06-12,2025-06-19,sh.600018,2025-06-19 20:41:08.072646
-4.0363884,-0.019287825,-0.019287825,2025-06-12,2025-06-19,sh.600019,2025-06-19 20:41:08.072646
-3.948671,0.003738284,0.003738284,2025-06-12,2025-06-19,sh.600023,2025-06-19 20:41:08.072646
-4.0384984,0.024948,0.024948,2025-06-12,2025-06-19,sh.600025,2025-06-19 20:41:08.072646
-4.060558,0.06951332,0.06951332,2025-06-12,2025-06-19,sh.600026,2025-06-19 20:41:08.072646
-3.8592463,0.017271161,0.017271161,2025-06-12,2025-06-19,sh.600027,2025-06-19 20:41:08.072646
-3.9911268,0.0031912327,0.0031912327,2025-06-12,2025-06-19,sh.600028,2025-06-19 20:41:08.072646
-4.0306563,-0.028523505,-0.028523505,2025-06-12,2025-06-19,sh.600029,2025-06-19 20:41:08.072646
-3.9233434,-0.0034039617,-0.0034039617,2025-06-12,2025-06-19,sh.600030,2025-06-19 20:41:08.072646
-3.8233597,-0.0005618334,-0.0005618334,2025-06-12,2025-06-19,sh.600031,2025-06-19 20:41:08.072646
-3.9336631,0.013486624,0.013486624,2025-06-12,2025-06-19,sh.600036,2025-06-19 20:41:08.072646
-4.0764766,0.049840927,0.049840927,2025-06-12,2025-06-19,sh.600039,2025-06-19 20:41:08.072646
-4.2259808,-0.01719904,-0.01719904,2025-06-12,2025-06-19,sh.600048,2025-06-19 20:41:08.072646
-3.972494,0.0018975735,0.0018975735,2025-06-12,2025-06-19,sh.600050,2025-06-19 20:41:08.072646
-3.8963778,-0.001369834,-0.001369834,2025-06-12,2025-06-19,sh.600061,2025-06-19 20:41:08.072646
-3.8568046,-0.006520033,-0.006520033,2025-06-12,2025-06-19,sh.600066,2025-06-19 20:41:08.072646
-4.2497716,-0.03943509,-0.03943509,2025-06-12,2025-06-19,sh.600085,2025-06-19 20:41:08.072646
-3.8514335,-0.0025619268,-0.0025619268,2025-06-12,2025-06-19,sh.600089,2025-06-19 20:41:08.072646
