score,time,target,code,predcit_time
-3.8384192,2025-07-15,2025-07-22,sh.600000,2025-07-15 20:13:17.730145
-3.9436982,2025-07-15,2025-07-22,sh.600009,2025-07-15 20:13:17.730145
-4.174044,2025-07-15,2025-07-22,sh.600010,2025-07-15 20:13:17.730145
-3.909938,2025-07-15,2025-07-22,sh.600011,2025-07-15 20:13:17.730145
-3.9938524,2025-07-15,2025-07-22,sh.600015,2025-07-15 20:13:17.730145
-3.68844,2025-07-15,2025-07-22,sh.600016,2025-07-15 20:13:17.730145
-3.8118575,2025-07-15,2025-07-22,sh.600018,2025-07-15 20:13:17.730145
-4.066796,2025-07-15,2025-07-22,sh.600019,2025-07-15 20:13:17.730145
-4.0260057,2025-07-15,2025-07-22,sh.600023,2025-07-15 20:13:17.730145
-3.9870455,2025-07-15,2025-07-22,sh.600025,2025-07-15 20:13:17.730145
-4.0465217,2025-07-15,2025-07-22,sh.600026,2025-07-15 20:13:17.730145
-3.8741167,2025-07-15,2025-07-22,sh.600027,2025-07-15 20:13:17.730145
-3.903796,2025-07-15,2025-07-22,sh.600028,2025-07-15 20:13:17.730145
-3.9925091,2025-07-15,2025-07-22,sh.600029,2025-07-15 20:13:17.730145
-4.123885,2025-07-15,2025-07-22,sh.600030,2025-07-15 20:13:17.730145
-3.8947546,2025-07-15,2025-07-22,sh.600031,2025-07-15 20:13:17.730145
-3.7379107,2025-07-15,2025-07-22,sh.600036,2025-07-15 20:13:17.730145
-3.8872879,2025-07-15,2025-07-22,sh.600039,2025-07-15 20:13:17.730145
-3.5945394,2025-07-15,2025-07-22,sh.600048,2025-07-15 20:13:17.730145
-3.9854515,2025-07-15,2025-07-22,sh.600050,2025-07-15 20:13:17.730145
-4.0023017,2025-07-15,2025-07-22,sh.600061,2025-07-15 20:13:17.730145
-4.111891,2025-07-15,2025-07-22,sh.600066,2025-07-15 20:13:17.730145
-4.1569123,2025-07-15,2025-07-22,sh.600085,2025-07-15 20:13:17.730145
-3.9720109,2025-07-15,2025-07-22,sh.600089,2025-07-15 20:13:17.730145
-3.7659357,2025-07-15,2025-07-22,sh.600104,2025-07-15 20:13:17.730145
-3.9601343,2025-07-15,2025-07-22,sh.600111,2025-07-15 20:13:17.730145
-3.9689853,2025-07-15,2025-07-22,sh.600115,2025-07-15 20:13:17.730145
-3.9729483,2025-07-15,2025-07-22,sh.600150,2025-07-15 20:13:17.730145
-3.9672706,2025-07-15,2025-07-22,sh.600160,2025-07-15 20:13:17.730145
