volume,code,psTTM,high,adjustflag,tradestatus,pbMRQ,preclose,pctChg,open,close,peTTM,isST,turn,pcfNcfTTM,low,date,amount,time
4990693,sh.688012,29.532854,103.9800,3,1,15.046231,92.4000,12.391800,92.6200,103.8500,279.466700,0,10.305700,81.702361,92.6200,2020-01-02,489074818.0000,2020-01-02
5024064,sh.688012,29.564136,109.6800,3,1,15.062168,103.8500,0.105900,105.0000,103.9600,279.762716,0,10.374600,81.788901,102.2800,2020-01-03,532436019.0000,2020-01-03
3311728,sh.688012,29.308194,107.3100,3,1,14.931773,103.9600,-0.865700,102.4000,103.0600,277.340761,0,6.838700,81.080841,100.3300,2020-01-06,343776121.0000,2020-01-06
3727416,sh.688012,30.428651,107.8000,3,1,15.502617,103.0600,3.823000,104.5200,107.0000,287.943542,0,7.697000,84.180574,102.5000,2020-01-07,393301590.0000,2020-01-07
5064967,sh.688012,33.548299,119.0500,3,1,17.091997,107.0000,10.252300,105.8000,117.9700,317.464483,0,10.459100,92.811049,104.0500,2020-01-08,563926781.0000,2020-01-08
3868587,sh.688012,33.579581,121.8700,3,1,17.107934,117.9700,0.093200,117.0000,118.0800,317.760500,0,7.988600,92.897590,115.0300,2020-01-09,456426450.0000,2020-01-09
4848000,sh.688012,32.845880,125.0200,3,1,16.734133,118.0800,-2.185000,118.5000,115.5000,310.817562,0,10.011000,90.867816,114.0600,2020-01-10,583585841.0000,2020-01-10
6393744,sh.688012,38.106909,138.5000,3,1,19.414492,115.5000,16.017300,113.9000,134.0000,360.602193,0,13.203000,105.422401,113.0000,2020-01-13,791615931.0000,2020-01-13
7502352,sh.688012,38.394133,148.8800,3,1,19.560825,134.0000,0.753700,131.8900,135.0100,363.320165,0,15.492200,106.217002,130.1100,2020-01-14,1029115766.0000,2020-01-14
5944521,sh.688012,41.803848,147.8200,3,1,21.297987,135.0100,8.880800,135.0900,147.0000,395.585988,0,12.275300,115.649947,132.5000,2020-01-15,830668951.0000,2020-01-15
7353894,sh.688012,48.631810,172.6600,3,1,24.776658,147.0000,16.333300,147.0000,171.0100,460.198366,0,15.185700,134.539439,145.0600,2020-01-16,1181850943.0000,2020-01-16
9108618,sh.688012,55.741307,198.0000,3,1,28.398765,171.0100,14.619000,167.8700,196.0100,527.474895,0,18.809100,154.207797,160.1900,2020-01-17,1608356060.0000,2020-01-17
8799789,sh.688012,50.508717,195.2000,3,1,25.732895,196.0100,-9.387300,188.0000,177.6100,477.959370,0,18.171400,139.731885,175.6000,2020-01-20,1626728190.0000,2020-01-20
7142737,sh.688012,48.500995,184.7900,3,1,24.710012,177.6100,-3.975000,178.4100,170.5500,458.960478,0,14.749600,134.177541,168.0000,2020-01-21,1261914588.0000,2020-01-21
10533096,sh.688012,57.131925,200.9600,3,1,29.107249,170.5500,17.795400,167.7500,200.9000,540.634184,0,20.485200,158.054928,165.1300,2020-01-22,1911814521.0000,2020-01-22
8784483,sh.688012,52.149589,199.4700,3,1,26.568877,200.9000,-8.720800,190.5000,183.3800,493.486792,0,17.084500,144.271342,168.6600,2020-01-23,1645309982.0000,2020-01-23
8001014,sh.688012,42.742301,168.7800,3,1,21.776105,183.3800,-18.039000,155.0000,150.3000,404.466490,0,15.560700,118.246170,147.7700,2020-02-03,1258564271.0000,2020-02-03
8259352,sh.688012,50.522936,179.4800,3,1,25.740139,150.3000,18.203600,159.9800,177.6600,478.093923,0,16.063200,139.771222,156.6500,2020-02-04,1392653657.0000,2020-02-04
9057068,sh.688012,50.963725,198.5000,3,1,25.964709,177.6600,0.872500,180.0000,179.2100,482.265067,0,17.614600,140.990660,172.0300,2020-02-05,1687910781.0000,2020-02-05
6053599,sh.688012,52.041525,187.3800,3,1,26.513821,179.2100,2.114800,175.1800,183.0000,492.464189,0,11.773300,143.972383,173.2300,2020-02-06,1095992295.0000,2020-02-06
8193297,sh.688012,55.641774,200.0000,3,1,28.348056,183.0000,6.918000,179.5400,195.6600,526.533023,0,15.934700,153.932440,174.7600,2020-02-07,1544073865.0000,2020-02-07
6726400,sh.688012,54.916606,209.9800,3,1,27.978601,195.6600,-1.303300,192.2000,193.1100,519.670817,0,13.081800,151.926267,188.1800,2020-02-10,1327279554.0000,2020-02-10
7039307,sh.688012,58.013503,209.8800,3,1,29.556390,193.1100,5.639300,193.0200,204.0000,548.976473,0,13.690400,160.493804,193.0200,2020-02-11,1420875801.0000,2020-02-11
6809966,sh.688012,58.468511,214.9900,3,1,29.788205,204.0000,0.784300,202.0300,205.6000,553.282171,0,13.244300,161.752579,193.0800,2020-02-12,1386317827.0000,2020-02-12
7237109,sh.688012,61.426062,233.7700,3,1,31.295002,205.6000,5.058400,210.0000,216.0000,581.269207,0,14.075100,169.934616,203.8500,2020-02-13,1579399741.0000,2020-02-13
7793969,sh.688012,58.326321,223.9800,3,1,29.715763,216.0000,-5.046300,216.0000,205.1000,551.936640,0,15.158100,161.359212,192.8800,2020-02-14,1633434466.0000,2020-02-14
4505530,sh.688012,58.434385,209.3600,3,1,29.770819,205.1000,0.185300,205.0000,205.4800,552.959244,0,8.762600,161.658171,199.0000,2020-02-17,918171673.0000,2020-02-17
